region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
1143701,32,1900,533,280,916,1.1,1095,2.7,25,33,324
1143702,32,1700,549,310,1137,1.2,1292,2.6,18,30,214
1143703,35,1625,529,300,1279,1.1,1201,2.8,43,55,417
1143704,50,2392,459,400,1142,1,838,2.1,144,107,1197
1143705,55,0,733,1000,0,1,500,1,0,0,8
1143706,33,1733,529,275,1465,1.1,1513,3.2,38,72,427
1143707,31,2167,524,310,1594,1,1187,2.9,40,40,353
1143708,35,2084,397,355,1639,1.1,1135,3,37,35,281
1143710,42,1733,567,165,1375,1.1,1066,2.5,60,79,495
1143711,38,1600,504,295,1428,1.1,1107,2.7,27,26,275
1143712,33,1200,503,210,1125,1.1,985,2.2,42,38,297
1143713,34,1700,567,300,1449,1.2,1352,2.9,51,88,604
1143714,33,1700,461,295,1346,1.1,941,2.7,56,83,558
1143715,34,1430,509,210,955,1.2,730,2.2,24,42,450
1143716,30,1408,524,230,1037,1.2,768,2.2,32,45,446
1143717,35,1778,526,250,1104,1.2,760,2.1,33,28,394
1143718,38,1517,370,140,962,1.1,675,2.4,34,33,428
1143719,37,1454,393,330,1014,1,1014,2.9,33,43,265
1143720,37,1842,501,305,1218,1.1,988,2.8,67,61,502
1143721,30,2383,710,390,1903,1.1,1937,3.4,26,102,523
1143724,31,1668,419,248,1125,1.1,987,2.8,66,77,637
1143725,29,1733,535,250,1183,1.2,1111,2.3,25,29,303
1143726,35,1733,369,153,905,1.1,764,2.5,32,65,561
1143727,33,1950,558,355,1387,1.2,1195,2.9,33,49,301
1143728,42,1853,431,200,1238,1.2,1004,2.5,58,88,667
1143729,35,1733,557,315,1397,1.1,1323,3.1,48,69,451
1143730,37,2000,667,288,1656,1.1,1416,2.8,59,75,479
1143731,39,1926,650,420,1853,1.1,2073,3.1,41,54,394
1143732,31,2340,763,443,2067,1.1,2119,3.5,17,90,463
1143733,33,2310,754,360,2017,1.1,2136,3.5,28,75,412
1143734,30,2500,825,402,2009,1.1,1944,2.8,24,97,524
1143735,21,0,139,239,0,1,250,1,0,0,221
1143736,30,1700,690,350,1511,1.2,1115,2.1,23,55,530
1143737,31,2254,763,380,1971,1.1,2008,3,14,59,342
1143738,32,2110,754,425,2102,1.1,2163,3.9,7,70,375
1143739,31,2383,778,470,2287,1.1,2222,3.8,12,107,590
1143801,34,2025,713,350,1656,1.1,1750,3,20,41,220
1143802,28,1950,670,305,1583,1.2,1723,3.1,22,56,296
1143803,35,1809,636,275,1890,1.1,1639,3.2,29,56,345
1143804,32,1950,666,360,1637,1.1,1594,3.1,36,65,420
1143805,34,1700,615,325,1718,1,1604,3.1,46,69,434
1143806,34,1875,691,285,1776,1,1855,3,38,76,440
1143807,32,1766,602,280,1553,1,1355,3.1,40,73,412
1143808,31,2100,661,290,1957,1.1,1932,3,17,36,238
1143809,34,1810,654,270,1511,1.1,1540,3,39,87,515
1143810,29,1842,679,280,1533,1.1,1594,3.1,23,87,449
1143811,32,2167,716,450,1573,1.1,1639,3.2,48,77,416
1143812,33,1900,702,360,1853,1,1656,3,32,85,453
1143813,31,1750,613,300,1463,1.1,1449,3,27,81,454
1143814,30,1666,606,280,1489,1.1,1466,3.2,41,78,512
1143815,36,1300,606,290,1672,1.1,1515,2.9,25,62,316
1143816,31,1517,641,310,1583,1.1,1594,3.2,46,96,580
1143817,29,1733,607,320,1522,1.1,1583,3.1,48,76,460
1143818,35,2000,675,250,1984,1,1625,3,39,70,389
1143819,29,1571,364,225,1009,1.2,911,3.4,15,32,301
1143820,29,1733,538,220,1519,1.2,1233,3.4,21,55,387
1143821,32,1300,676,310,1736,1.2,1566,3.2,25,70,396
1143822,32,1884,668,300,1604,1.1,1774,3.4,16,36,239
1143823,41,1777,704,300,1899,1.1,1874,3.1,21,32,214
1143824,29,2080,659,290,1511,1.1,1692,3,40,62,383
1143825,35,1733,656,320,1509,1.1,1430,3,23,83,412
1143826,35,1907,548,315,1646,1,1520,3.5,20,62,347
1143827,28,1700,608,340,1340,1.1,1262,3.2,19,98,557
1143828,32,1408,564,290,1430,1.1,1394,2.9,22,61,396
1143829,55,2075,625,450,2100,1,2187,2.7,10,6,104
1143830,25,1902,605,320,1678,1.2,1566,3.4,21,47,472
1143831,37,2271,628,335,2152,1.1,1833,3.1,32,64,342
1143832,48,0,233,0,350,1,700,2,0,0,12
1143833,34,1616,653,320,1577,1,1351,2.7,31,53,319
1143834,34,2015,537,255,1508,1.1,1228,3.1,40,78,599
1143835,19,0,338,150,587,1.2,530,3.5,0,0,373
1143836,32,1768,551,390,1892,1.1,1687,3.4,29,68,422
1143837,32,1565,684,310,1890,1.1,1862,3.6,29,91,484
1143839,24,0,320,128,663,1.1,672,3.2,0,3,311
1143840,20,0,323,162,729,1.2,571,3.6,0,0,394
1143841,19,477,342,165,659,1.4,662,3.7,3,3,439
1143842,37,1907,660,300,1778,1.1,1567,3,40,105,585
1143843,29,1604,690,263,1666,1.1,1375,2.5,10,39,213
1143844,34,1950,717,350,2015,1.1,1750,3,28,53,286
1143845,19,0,329,150,542,1.2,494,3.2,0,0,370
1143846,31,1809,629,320,1718,1.2,1833,3.2,18,42,272
1143847,18,0,314,159,738,1.3,619,3.9,0,0,426
1143848,18,0,269,170,557,1.6,543,3.8,0,0,495
1143849,23,0,325,130,700,1.1,530,3.3,0,0,267
1143850,31,2075,695,300,2218,1,1937,3.3,20,56,298
1143851,30,2350,745,280,1945,1.1,1550,3,48,100,583
1143852,25,0,342,126,700,1.2,719,3.8,0,0,226
1143853,33,1833,693,340,1727,1,2156,3.6,25,48,303
1143855,33,2059,694,380,1856,1,1693,3.2,46,68,464
1143856,32,1733,734,320,1750,1.1,1892,3.3,32,93,505
1143857,37,1603,606,300,1274,1,1392,2.7,11,33,224
1143858,25,2035,661,445,1708,1.1,2028,3.3,15,30,207
1144001,32,2000,662,260,1430,1.1,1394,2.8,30,45,219
1144002,24,0,323,125,606,1.1,523,2.6,0,0,393
1144003,35,0,267,295,0,1.4,500,2.7,0,0,29
1144004,37,2500,893,560,2849,1,2615,3.5,52,136,744
1144005,37,3300,956,510,2666,1,2471,3.2,26,70,353
1144007,45,2080,587,300,1625,1.1,1093,2.7,35,26,191
1144008,37,1809,559,365,1428,1.2,1226,2.7,51,66,402
1144009,32,1733,633,340,1569,1.1,1511,3.1,28,68,409
1144010,31,1842,652,300,1874,1.2,1650,2.9,37,60,351
1144011,37,2154,610,320,1216,1.2,1437,2.9,61,62,472
1144012,39,1429,457,260,1017,1.1,1018,2.9,49,54,408
1144013,35,2200,668,325,1840,1.2,1648,2.9,49,107,587
1144014,36,1900,656,240,1677,1.1,1750,3.2,50,81,495
1144015,42,1850,482,300,1187,1.1,883,2.3,12,29,177
1144016,38,1478,537,280,1258,1.2,1113,2.3,42,67,525
1144017,35,1733,590,295,1159,1.2,973,2.4,49,61,419
1144018,36,1387,493,300,1062,1.2,1083,2.6,39,37,419
1144019,39,2167,627,0,2055,1.1,1700,3.2,24,48,269
1144020,40,1733,549,300,1210,1.1,989,2.7,67,59,551
1144021,33,1915,474,315,1221,1.1,976,2.8,35,55,403
1144022,37,2134,574,320,1153,1.1,1168,2.7,39,52,384
1144023,34,1473,497,320,1092,1.1,1070,2.6,43,61,448
1144024,26,0,433,430,1750,1.5,1750,4.5,0,0,26
1144025,39,1950,546,250,1518,1.1,1283,2.5,50,63,405
1144026,38,1950,678,300,1806,1.1,1610,2.9,65,79,543
1144027,34,1733,666,320,1536,1.2,1230,3,37,53,308
1144028,38,1600,678,320,1488,1.1,1513,2.9,37,65,366
1144029,36,1517,546,290,1399,1.1,1395,3,44,76,411
1144030,34,1863,533,236,1125,1.1,819,2.7,37,41,343
1144031,37,2700,638,250,1904,1.1,1868,3.2,36,47,403
1144032,40,2600,181,160,2874,1,1531,2.5,60,41,670
1144033,36,1374,675,300,1385,1.1,1166,2.3,37,54,346
1144034,34,1733,539,300,1537,1.2,1424,2.7,48,47,311
1144035,36,2176,569,360,1343,1.1,1162,3.1,33,45,330
1144036,38,1800,553,235,1358,1.1,1119,2.4,68,80,624
1144037,38,1760,547,300,1519,1.1,1110,2.9,64,62,605
1144038,40,1700,460,220,1089,1.2,963,2.6,38,47,309
1144039,32,1755,627,355,1442,1.1,1260,2.7,31,56,373
1144040,31,1559,500,350,1222,1.1,1350,3.3,33,56,400
1144041,41,1000,736,0,2125,1,2374,3.9,27,24,201
1144042,43,2817,685,375,2437,1,2520,3.3,48,22,289
1144043,32,1842,503,328,1352,1.1,1328,3,18,46,264
1144044,41,2167,637,310,1375,1.1,1213,2.9,52,50,417
1144101,34,1832,650,295,1398,1.1,1329,2.6,55,76,539
1144102,32,1800,595,350,1488,1.1,1401,3.1,39,69,406
1144103,37,1925,646,360,1640,1,1416,3.1,44,66,371
1144104,49,3000,493,123,1166,1.1,974,2.7,48,48,414
1144105,39,2903,706,270,1650,1.1,1750,3.1,33,38,280
1144106,40,1972,722,263,2091,1.1,1937,3.2,53,42,379
1144107,35,1378,553,260,1279,1.1,931,2.5,67,61,524
1144108,37,1733,604,300,1375,1.1,1035,2.6,72,78,569
1144109,33,1600,577,295,1292,1.1,1312,2.6,45,41,335
1144110,34,1700,479,298,1079,1.1,1109,2.9,46,44,387
1144111,37,1300,383,220,956,1.1,735,2.5,42,66,650
1144112,38,1861,740,285,1644,1,1509,2.7,61,91,513
1144113,37,1928,648,0,1791,1.1,1710,3,48,49,318
1144114,31,2100,697,300,1595,1.1,1312,2.8,37,112,645
1144115,33,1700,404,280,1224,1.2,1151,2.9,25,47,377
1144116,35,2197,654,350,1675,1.1,1578,3.4,34,53,320
1144117,36,1599,607,300,1523,1.1,1267,2.8,59,70,490
1144118,39,1842,582,270,1763,1.1,1588,3,57,75,431
1144119,35,1957,603,190,1567,1.1,1350,2.9,46,53,413
1144120,34,2000,602,370,1275,1.1,1513,2.9,54,59,441
1144121,32,1500,610,260,1337,1.2,1005,2.1,56,107,949
1144122,36,1517,559,300,1307,1.1,1183,2.5,52,57,428
1144123,40,1817,369,126,1062,1.1,545,2.1,19,43,394
1144124,35,1950,521,320,1232,1.1,1035,2.5,36,29,275
1144125,35,1556,448,163,1027,1,927,2.4,30,66,433
1144126,33,1517,553,280,1437,1.1,1258,3,34,56,356
1144127,38,1750,650,300,1510,1.1,1550,2.8,54,68,430
1144128,35,2000,686,310,1427,1,1422,2.7,54,93,501
1144129,36,1894,678,300,1508,1.1,1524,2.9,58,91,532
1144130,34,2258,743,293,1833,1.1,1766,3.2,31,55,299
1144131,44,1517,589,300,1573,1,1303,2.6,46,46,317
1144132,41,1800,561,360,1736,1.1,1569,3,53,66,422
1144133,34,1941,619,283,1406,1.1,1358,3,53,78,573
1144134,38,1465,707,350,1708,1.1,1672,2.8,31,63,334
1144135,40,1509,662,390,1728,1.1,1470,2.8,79,83,527
1144136,37,2000,702,460,1602,1.1,1458,3,51,64,413
1144201,33,1600,680,290,1364,1.2,1306,2.6,21,71,366
1144202,28,2496,852,420,2113,1.1,2024,3,30,266,1136
1144204,28,975,341,126,672,1.2,513,2.9,0,6,437
1144205,26,1263,290,155,673,1.3,592,3.1,9,10,564
1144206,39,1733,543,320,1660,1.1,1562,3,40,47,338
1144207,36,1575,520,300,1274,1.2,1201,2.6,37,44,303
1144208,86,0,368,58,1750,1.1,414,1.1,7,0,447
1144209,33,1300,567,270,1596,1.1,1625,3.4,18,43,241
1144210,40,1937,657,315,1656,1,1397,3.1,48,50,351
1144211,39,2340,670,360,1549,1.1,1625,3,46,58,347
1144212,36,1524,473,285,1478,1.2,954,2.8,28,37,364
1144213,37,1520,524,320,1357,1.2,1181,2.8,36,54,415
1144214,37,1840,463,300,1300,1.3,1014,2.9,38,34,301
1144215,37,2000,670,405,1462,1.1,1451,2.8,36,54,304
1144216,34,1235,622,285,1343,1.1,1095,2.5,55,88,477
1144217,37,1733,643,290,1521,1.1,1216,2.5,35,36,304
1144218,36,1300,707,220,2042,1.2,2057,3.2,29,38,256
1144219,38,1717,438,250,1113,1.3,840,3,29,46,415
1144220,36,1842,398,275,1319,1.1,937,2.8,43,74,443
1144221,41,1517,530,245,1375,1.1,793,2.3,35,50,275
1144222,37,1300,532,265,987,1.2,850,2.4,45,83,473
1144223,33,1692,512,265,1199,1.1,1187,3,40,89,539
1144224,38,1400,484,290,1205,1.1,1136,2.8,64,74,494
1144225,31,1129,446,255,956,1.3,944,2.8,36,38,424
1144226,33,1451,329,150,836,1.2,730,2.8,7,26,385
1144227,30,1781,492,315,1125,1.1,1305,3.3,42,47,345
1144228,27,2089,481,320,1513,1.1,1125,3.7,24,84,444
1144229,36,1562,365,140,831,1.2,883,3.2,15,26,414
1144230,33,105,350,144,620,1.2,625,3,4,0,331
1144231,34,0,329,126,604,1.1,456,2.7,5,0,475
1144232,25,1517,289,150,686,1.1,578,3,3,15,450
1144234,35,1300,524,180,1375,1.1,1220,2.8,30,66,340
1144235,38,1767,395,260,1077,1.2,962,3,73,65,530
1144236,35,1744,484,146,1273,1.1,1111,2.6,39,53,446
1144237,34,2000,481,300,1093,1.2,1021,2.9,42,50,346
1144238,36,1700,496,280,1187,1.1,1178,2.5,26,44,277
1144239,32,1576,535,320,1625,1.1,1514,3.1,40,63,443
1144240,34,1608,426,220,900,1.1,790,2.8,18,26,278
1144241,35,1993,505,350,1553,1.1,1170,3.5,36,51,397
1144242,34,2167,660,290,1625,1.1,1292,2.8,18,39,223
1144243,34,2149,641,320,1860,1.1,1641,3,45,63,375
1144244,36,2000,403,175,880,1.1,747,2.7,33,36,442
1144245,36,1950,630,320,1482,1.1,1350,3.1,43,76,456
1144246,32,1900,472,189,1008,1.2,1125,3.2,26,60,422
1144247,33,1733,637,285,1357,1.2,1329,3.2,24,63,412
1144248,31,1905,569,320,1465,1.1,1382,3.1,37,86,509
1144249,32,2000,603,320,1610,1.2,1520,3.3,23,62,403
1144250,35,1949,607,286,1451,1.2,1329,2.5,35,58,529
1144251,44,1659,633,300,1750,1.1,1694,3.1,40,25,202
1144252,33,1600,579,285,1125,1.2,1165,2.6,39,89,565
1144253,25,1500,310,160,747,1.2,666,3.1,6,5,470
1144301,38,1600,651,400,1750,1.1,1946,3.4,34,62,364
1144302,30,2200,763,330,1839,1.1,1733,2.8,16,54,273
1144303,37,1729,648,310,1577,1.2,1634,3.4,25,50,300
1144304,34,2076,644,330,1474,1.1,1337,3.2,22,43,293
1144305,31,1928,623,200,1538,1.2,1424,3.5,33,51,329
1144306,32,2000,539,290,1716,1.1,1234,3.1,34,84,520
1144307,34,1863,555,300,1471,1.1,1833,3.3,24,63,358
1144308,35,1733,602,305,1387,1.1,1468,2.9,20,47,295
1144309,37,1777,594,310,1659,1.1,1375,2.9,61,94,524
1144310,34,2167,649,359,1509,1,1516,2.9,38,96,497
1144311,30,1800,700,330,1696,1.1,1611,3.2,22,78,422
1144313,23,0,328,0,2250,1.3,2050,3.4,0,0,42
1144314,31,1530,509,280,1170,1.1,1115,2.9,42,47,344
1144315,32,1855,579,380,1785,1.1,1632,3.1,29,71,371
1144316,33,2000,588,360,1480,1.1,1471,3,20,44,321
1144317,29,2000,502,245,1201,1.2,1145,3.1,17,52,378
1144318,30,1733,601,300,1404,1.1,1388,3.1,40,85,503
1144319,35,3000,489,313,1562,1.2,1666,3.7,15,23,197
1144320,33,0,332,210,819,1.4,666,3.5,0,0,67
1144321,35,1550,311,170,751,1.2,813,3.1,3,10,363
1144322,32,2178,751,295,1732,1.1,1785,3.4,26,67,347
1144323,32,1998,650,295,1750,1.1,1739,3.2,37,50,337
1144324,31,1800,572,300,1531,1.1,1375,3.1,27,72,409
1144325,31,1816,703,350,1772,1.1,1583,2.8,21,53,260
1144326,14,1738,900,0,1750,1,1125,1.3,3,3,17
1144327,30,1733,505,320,1359,1.2,1136,3.4,26,75,416
1144328,29,0,466,196,0,1,549,1.7,3,0,34
1144329,38,1950,470,90,1194,1.1,1057,2.7,8,46,312
1144330,32,1452,625,258,1392,1.2,1057,2.7,44,61,501
1144331,30,1700,423,150,1125,1.2,1008,3.3,22,49,477
1144332,32,1779,631,320,1437,1.2,1375,3,31,40,285
1144333,31,1625,534,350,1643,1.1,1162,3.2,38,49,401
1144334,41,1799,615,270,1700,1.1,1650,3.2,49,69,441
1144335,31,1916,723,300,1488,1.1,1287,2.8,39,73,454
1144336,36,1695,419,200,1115,1.1,825,2.5,34,61,526
1144337,32,1700,421,220,1008,1.3,831,3,38,62,632
1144338,41,1733,505,300,1463,1.2,1316,3.1,38,64,514
1144339,33,1517,449,280,1182,1.2,1079,2.9,42,62,467
1144340,29,2136,603,110,1449,1.2,1398,3.1,9,138,724
1144341,34,1733,602,380,1416,1.2,1560,3.8,8,88,470
1144343,35,1668,383,332,1083,1.2,1013,3,21,31,300
1144344,30,1560,561,350,1554,1.2,1483,3.6,33,74,492
1144345,40,684,446,240,1137,1.1,1187,2.8,20,20,245
1144346,32,1750,577,277,1474,1.2,1537,3.5,30,57,382
1144347,30,1733,403,238,1068,1.2,924,3,24,59,459
1144348,29,1950,638,300,1312,1.2,1062,3,21,44,356
1144349,35,1690,457,330,1109,1.2,1112,3.1,24,52,339
1144350,31,0,302,157,754,1.2,742,3,0,3,231
1144401,24,0,287,100,491,1.1,408,2.1,0,0,253
1144402,29,400,357,220,666,1.2,644,2.9,5,7,199
1144403,34,1127,387,340,1312,1.1,1145,3,15,29,200
1144404,27,1062,323,163,582,1.1,542,2.9,3,3,428
1144405,33,979,314,140,612,1.1,754,3,7,11,246
1144406,28,1302,371,170,785,1.1,747,2.8,27,33,492
1144407,30,1517,553,260,1375,1.1,938,2.6,41,56,532
1144408,35,1775,645,280,1714,1,1704,3.2,23,71,397
1144409,71,3550,288,70,956,1,754,2.2,41,7,348
1144410,45,1975,763,400,2116,1.1,2272,3.3,51,63,415
1144411,25,1517,606,318,1413,1.1,1558,3.4,25,53,334
1144412,33,2192,615,460,2312,1.1,2562,3.8,37,76,486
1144413,37,2167,749,440,2083,1.1,2374,3.3,34,72,459
1144414,35,2400,606,410,2187,1.1,2125,3.6,16,66,313
1144415,42,2492,811,415,2284,1,2225,3.2,63,62,441
1144416,41,2162,837,500,2283,1.1,2461,3.5,46,66,398
1144417,40,2000,663,530,2080,1,2260,3.5,68,105,646
1144418,33,1757,682,280,1616,1.1,1281,3.1,13,58,275
1144419,37,1800,503,425,1949,1.1,1892,3.8,26,42,235
1144420,31,1880,585,330,1522,1.1,1446,3.2,24,78,469
1144421,35,2167,582,300,1458,1.2,1357,3.2,11,46,262
1144422,30,2342,732,410,1794,1.1,1916,3.8,3,53,307
1144423,36,1733,560,320,1361,1.2,1184,2.9,41,86,529
1144424,28,2167,433,200,939,1.2,933,3.1,5,21,277
1144425,31,1800,549,310,1286,1.1,1533,3.5,22,88,554
1144426,29,1800,672,316,1398,1.1,1542,3.4,28,61,444
1144427,46,1842,443,360,1041,1.1,1062,2.9,37,16,241
1144428,47,1842,776,470,2618,1.1,2763,3.4,41,54,347
1144429,36,2500,733,0,2727,1,2583,3.4,35,33,273
1144430,33,1734,679,310,1783,1.1,1528,3.3,22,66,366
1144431,32,1517,390,323,1187,1.1,1125,3.1,16,26,247
1144432,30,1300,503,300,1261,1.2,1292,3.3,41,82,572
1144433,31,1495,607,310,1413,1.2,1390,3.4,21,83,448
1144434,34,1300,652,330,1542,1.1,1395,2.8,27,89,406
1144435,45,2250,682,400,2547,1,2700,3.3,39,50,315
1144436,34,1560,705,333,1517,1,1659,3,27,57,351
1144437,36,1717,611,345,1548,1.1,1520,3.1,38,58,441
1144438,33,1603,521,281,1270,1.2,1183,2.2,10,29,221
1144439,29,1945,657,320,1603,1.1,1325,2.5,21,40,376
1144440,33,1870,496,315,1295,1.1,1421,3.2,25,56,285
1144441,41,1785,418,320,1208,1.1,1386,2.8,41,59,413
1144442,25,1625,357,145,658,1.1,728,3,7,11,353
1144443,29,0,297,188,1083,1.2,566,3.4,0,0,165
1144444,29,1314,336,143,885,1.1,625,3.1,4,8,288
1144445,37,1509,535,315,1312,1.1,1133,3,21,45,317
1144446,32,1844,519,330,1375,1.2,1271,3.2,24,48,323
1144447,31,2167,632,310,1630,1.1,1784,3.6,21,96,568
1144448,39,1515,521,245,1357,1.1,1093,2.8,20,45,257
1144449,27,1300,602,330,1187,1.1,1323,3,16,56,348
1144450,35,1733,628,330,1446,1.1,1461,3.2,21,48,290
1144451,32,1792,564,320,1424,1.2,1297,3.4,19,31,212
1144452,36,1950,602,340,1348,1.1,1230,3,22,80,436
1144453,36,2000,521,350,1625,1.1,1271,3,24,44,298
1144454,31,1712,546,310,1260,1.2,1265,3.4,24,66,446
1144455,40,2180,640,540,2143,1.1,2333,3.9,23,38,243
1144456,28,1733,670,295,1729,1.1,1723,3.3,20,71,381
1144501,34,2383,520,200,1562,1.1,833,2.5,28,39,272
1144502,71,2029,351,210,724,1,604,1.7,88,19,248
1144503,33,1720,523,340,1339,1.1,1044,3,57,130,683
1144504,48,1685,500,325,1291,1.1,1151,2.8,42,42,294
1144505,37,2331,526,530,1388,1.1,1329,3.3,25,67,359
1144506,40,2000,519,300,1384,1.1,1297,3,75,74,609
1144507,45,2167,592,450,1949,1.1,1600,3.1,31,35,236
1144508,37,3201,631,130,1093,1.1,1125,3,18,15,145
1144509,44,2600,652,0,2449,1,2075,3.2,33,31,217
1144510,32,2167,688,288,1513,1,1614,2.9,21,88,396
1144511,32,1733,591,280,1454,1.1,1366,2.8,28,72,382
1144512,34,1781,606,275,1328,1.1,1256,2.9,56,108,604
1144513,41,1707,703,335,1714,1,1607,2.7,31,57,296
1144514,32,2600,578,255,1390,1.2,1343,3,29,47,307
1144515,39,2000,585,0,1874,1,1949,3.3,32,58,346
1144601,39,2167,671,258,1797,1.1,1718,2.9,58,84,499
1144602,40,2167,743,180,2203,1.1,1750,2.9,45,56,346
1144603,42,2478,595,460,1687,1.1,1524,2.9,41,54,368
1144604,37,2000,564,270,1785,1,1611,3.1,40,83,489
1144605,33,2300,674,315,1424,1.1,1550,2.9,40,54,373
1144606,32,2167,731,310,1963,1.1,1615,3.2,40,114,604
1144607,32,1950,569,235,1675,1.1,1416,3.2,21,44,255
1144608,34,1443,562,405,1949,1.1,1700,3.3,28,45,301
1144609,47,2080,458,200,1216,1.1,1096,2.8,55,64,507
1144610,41,2600,567,280,1659,1.1,1812,2.9,35,26,255
1144611,38,3000,723,460,2025,1,2463,4,13,45,253
1144612,43,2600,563,195,1577,1.1,1449,3.1,43,58,453
1144613,41,2271,692,200,1750,1,1704,2.9,30,45,263
1144614,34,3000,831,250,2119,1,2143,3.2,37,110,518
1144615,35,1939,809,300,1889,1.1,1989,3,45,79,419
1144616,37,2167,639,120,1874,1.1,1343,2.9,28,27,245
1144617,40,1848,611,300,1750,1.2,1840,3,40,33,337
1144618,40,4333,608,100,1387,1.1,1212,2.8,13,22,216
1144619,42,2900,706,265,1916,1,1714,3.1,48,54,375
1144701,44,2740,522,158,1545,1.1,1568,2.8,37,43,265
1144702,42,2000,585,200,1449,1.1,1785,2.9,32,28,215
1144703,33,1733,434,270,1140,1.1,1079,2.4,28,22,304
1144704,33,1950,682,463,1785,1,1536,3.1,16,67,301
1144705,31,1910,682,260,1331,1.1,1287,2.9,47,106,519
1144706,37,2000,484,250,1333,1.1,900,2.2,40,38,269
1144707,33,1965,602,305,1589,1.1,1432,2.9,41,88,533
1144708,40,2121,570,315,1468,1.1,1230,3,36,41,281
1144709,29,2383,577,285,1230,1,1406,3.1,21,65,334
1144710,35,2275,594,190,1636,1.1,1625,2.7,18,35,188
1144711,43,2167,644,350,1519,1.2,1481,2.9,42,25,261
1144712,49,2320,383,72,1527,1.1,792,2.4,30,32,337
1144713,44,3033,385,320,1538,1.1,1615,2.9,49,54,471
1144714,39,2100,608,180,1700,1.1,1268,3,55,64,423
1144715,32,2909,814,230,2374,1.1,2031,3.5,40,76,497
1144716,33,2354,522,0,2083,1,2457,3.1,7,18,109
1144717,37,3300,767,383,2055,1.1,1487,3,18,48,263
1144718,37,2450,527,150,1625,1,1452,3.1,32,47,313
1144719,39,2167,612,105,1712,1.1,1361,2.6,32,48,276
1144720,39,2450,571,480,1750,1.1,1603,3.2,54,53,407
1144721,35,1700,477,260,1059,1,888,2.5,26,30,373
1144722,37,1760,622,300,1488,1,1387,3,39,81,478
1144723,37,2058,593,385,1596,1.1,1550,3,47,99,526
1144724,39,2776,986,0,2480,1,2562,3.4,10,73,309
1144725,40,1668,703,248,1516,1.1,1057,2.5,28,54,272
1144726,33,2200,634,300,1629,1,1588,2.9,40,100,528
1144727,41,1733,578,280,1666,1,1343,2.5,35,46,330
1144728,38,1733,505,230,1401,1.1,1211,2.7,54,45,394
1144729,40,1900,398,260,1048,1.1,836,2.5,75,56,488
1144730,34,1820,487,270,1298,1.1,1086,2.7,65,88,641
1144731,37,1729,527,280,1359,1.1,921,2.6,38,60,379
1144733,30,1837,493,280,1230,1.1,1284,2.8,36,47,360
1144734,29,1975,663,200,1512,1.1,1325,3.1,24,83,388
1144735,32,2058,583,278,1458,1.1,1437,3.2,24,83,424
1144736,37,1975,616,250,1946,1.1,1985,3.4,41,52,336
1144737,35,1972,636,370,1821,1,1490,3.1,70,97,656
1144738,39,1733,520,250,1362,1.1,871,2.1,52,47,430
1144739,37,2150,630,185,1515,1.1,1312,2.6,47,60,379
1144740,37,2131,709,275,1514,1.1,1421,2.8,29,62,363
1144741,37,1928,606,250,1750,1.1,1265,2.2,39,53,347
1144742,39,1788,653,395,1692,1,1489,3.2,19,50,277
1144743,36,2464,542,420,1799,1.1,1700,2.9,13,9,116
1144801,35,1842,700,360,1704,1,1452,2.9,26,57,308
1144802,35,1625,712,363,1910,1.1,1600,3.1,25,65,321
1144803,40,2795,733,575,1636,1.1,1769,3.4,30,42,274
1144804,49,2000,724,333,2055,1,2050,2.9,40,28,214
1144805,39,2260,610,430,1839,1,1676,3.1,67,89,546
1144806,42,1704,640,325,1625,1.2,1174,3,38,17,229
1144807,46,2084,687,170,1734,1.1,1680,2.7,46,22,258
1144808,40,2500,662,215,1681,1.1,2416,3.6,25,33,243
1144809,31,2500,663,250,2115,1.1,1823,3.4,44,68,402
1144810,34,2538,711,185,2250,1,2214,3.6,34,85,485
1144811,38,3250,615,200,1447,1.1,1491,3.1,73,84,632
1144812,27,1890,685,300,1957,1.1,1860,3.5,13,36,176
1144813,29,2481,524,280,1924,1.1,1711,3.2,35,24,363
1144814,39,2990,601,120,1771,1.2,1793,3.3,69,60,550
1144815,36,2513,690,0,1659,1.1,1944,3.4,27,28,248
1144816,39,2409,613,330,1732,1.1,1430,3.3,35,41,319
1144817,34,1600,617,420,1666,1.1,1656,3.3,27,62,329
1144818,39,2644,563,380,1518,1.1,1333,2.8,52,48,371
1144819,44,2000,570,240,1449,1.1,1111,3,56,63,402
1144820,34,1918,521,240,1515,1.1,1057,3,32,67,352
1144821,31,2000,610,300,1262,1.1,1384,3.2,25,70,390
1144822,32,1900,648,293,1430,1.1,1625,2.7,26,72,395
1144823,33,1863,603,280,1241,1.1,1323,3.1,33,64,431
1144824,33,1900,578,350,1788,1.1,1350,3,31,59,320
1144901,50,1040,496,160,933,1,782,2,52,32,317
1144902,44,2167,513,230,1055,1,809,2.2,68,45,424
1144903,40,1733,658,240,1646,1,850,2.1,33,30,391
1144904,55,1495,556,300,1325,1,1005,1.9,87,52,428
1144905,45,1700,539,300,1125,1,1104,2.6,64,51,391
1144906,54,981,532,215,1302,1,884,2,63,45,286
1144907,47,1842,459,280,1109,1,930,2.2,83,73,489
