region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
3106321,38,2297,782,355,2097,1,1838,2.9,75,84,559
3106322,33,2080,779,360,1684,1.1,1586,2.7,37,96,536
3106323,35,1967,666,350,1750,1.1,1258,2.4,74,72,546
3106324,23,1000,350,320,1639,1.1,1281,2.8,37,14,306
3106325,31,1900,830,365,1750,1.1,1381,1.9,21,45,425
3106326,38,1957,793,370,2013,1.1,1975,3,56,57,416
3106327,31,2000,845,370,1822,1.1,1562,2.5,59,73,654
3106328,39,1600,747,368,1696,1,1764,2.6,51,46,311
3106329,31,2000,705,380,1398,1.1,1302,2.3,45,63,496
3106330,30,2200,643,350,1483,1.1,1351,2.4,69,79,689
3106331,38,2600,690,380,1600,1.1,1662,2.4,40,34,255
3106332,37,1600,668,343,1468,1.1,1144,2.3,50,45,357
3106401,48,2340,683,148,2083,1.1,2113,3,88,50,473
3106402,44,2500,749,370,1911,1.1,1833,3.1,73,41,428
3106403,43,3000,650,0,2024,1.1,1853,3.1,31,27,235
3106404,40,1509,633,464,2333,1,2526,3.1,29,61,325
3106405,34,2470,776,420,2333,1.1,2336,3.6,45,109,661
3106406,37,2189,1005,448,2349,1,2640,3.4,36,61,361
3106407,39,2000,749,590,2508,1,2508,3.4,36,90,491
3106408,46,5667,462,300,1449,1,582,2,71,12,252
3106409,43,1546,675,250,1562,1.1,2139,2.8,42,14,238
3106410,43,4333,639,250,1550,1.1,1156,3,36,12,257
3106411,35,2600,506,385,1750,1.1,1643,2.9,49,26,346
3106501,32,2400,508,355,1047,1.1,858,2.7,40,24,298
3106502,42,2320,724,420,1952,1.1,1641,2.5,72,64,454
3106503,37,1340,586,315,1812,1.1,1583,2.7,74,45,493
3106504,45,1880,685,360,1768,1.1,1600,2.5,57,45,580
3106505,33,2000,563,318,1416,1.2,1228,2.5,47,54,386
3106506,37,849,660,330,1636,1.1,1162,2.4,42,43,333
3106507,41,2092,625,370,1812,1.1,1460,2.7,62,37,417
3106508,31,2014,491,390,1366,1.1,1260,3,64,30,543
3106509,24,2600,402,380,1102,1.3,1047,2.5,21,10,438
3106510,41,1285,381,390,1089,1.1,733,2,119,22,570
3106512,70,2154,492,335,1125,1,662,1.6,63,26,433
3106513,37,1530,700,380,1515,1.1,1512,2.5,59,57,482
3106514,26,1733,455,380,1228,1.1,1130,2.5,30,33,459
3106515,30,2058,633,360,1515,1.1,1270,2.5,36,52,534
3106516,36,1329,449,370,1531,1,1281,2.8,70,45,514
3106517,26,1733,412,340,1300,1.1,805,2.2,35,61,658
3106518,33,1850,561,380,1562,1.1,1512,2.9,35,43,403
3106519,30,1733,659,345,1603,1.1,1510,2.5,37,46,375
3106520,33,1869,565,335,1452,1.1,1153,2.4,73,65,476
3106601,41,1800,819,0,2259,1,2096,3.2,77,98,598
3106602,40,1600,656,418,2225,1,1874,2.9,64,52,372
3106603,37,1950,782,400,2184,1.1,2144,2.9,37,34,301
3106604,37,1733,564,485,1763,1,1402,2.8,48,55,356
3106605,33,1567,589,390,1663,1,1634,2.9,55,48,416
3106606,36,3000,565,375,1555,1.1,1300,2.8,47,24,259
3106607,42,1560,659,405,1868,1.1,1647,2.7,102,56,518
3106608,41,2214,514,405,1428,1.1,1356,3,109,41,561
3106609,32,1700,656,318,1454,1.1,1163,1.9,22,50,328
3106610,34,1690,591,340,1441,1.1,1347,2.8,51,52,416
3106611,36,2100,658,380,1759,1.1,1660,2.9,65,91,566
3106612,35,2600,774,420,2237,1.1,2087,3.3,62,64,488
3106613,54,1603,569,300,1408,1.1,744,2,44,60,475
3106614,36,1517,577,360,1392,1.1,1428,2.8,61,73,464
3106615,39,1907,692,340,2333,1,2055,3,66,73,467
3106616,39,1975,693,360,1618,1.1,1429,2.6,63,73,564
3106617,41,2050,570,445,1641,1,1636,3,93,79,636
3106618,38,1900,671,400,2038,1,1952,3.4,57,57,448
3106619,35,1842,730,405,2042,1,2147,3.1,44,42,340
3106620,37,2200,677,353,1571,1,1634,3,33,38,237
3106621,32,1907,702,315,1550,1.1,1636,2.6,34,63,393
3106622,39,2167,581,410,1666,1,1708,3,32,42,261
3106623,28,1907,811,385,1961,1,1547,2.5,3,15,209
3106624,29,1881,555,400,1284,1.1,1195,2.6,16,25,365
3106625,40,1725,742,120,2214,1,2250,3.1,78,45,428
3106701,26,2000,390,350,1145,1.1,1166,2.6,18,32,339
3106702,29,1600,609,250,1410,1.1,1062,2.4,21,38,294
3106703,33,1733,597,260,1416,1.1,1312,2.7,45,62,478
3106704,32,2000,462,350,1298,1.1,1268,2.7,47,58,455
3106705,31,1408,592,310,1703,1.2,1510,2.8,33,35,313
3106706,36,1517,459,120,1264,1.1,846,2.4,27,39,364
3106707,37,1950,529,385,1208,1,1208,2.6,47,28,296
3106708,35,760,546,300,1350,1.1,1211,2.9,45,42,366
3106709,33,1517,428,300,1514,1.1,971,2.8,34,39,411
3106710,32,1415,495,340,1208,1.1,1239,2.9,44,43,422
3106712,40,1083,528,320,1312,1.1,900,2.3,25,15,235
3106713,30,1571,414,360,1100,1.1,958,3,40,23,333
3106714,43,3000,351,138,771,1.1,617,2.2,17,16,239
3106801,43,2167,623,333,1899,1,1312,2.5,89,76,506
3106802,36,2000,672,400,2125,1.1,1905,3,63,51,446
3106803,30,2167,781,375,1730,1.1,1506,2.3,41,75,636
3106804,33,1700,578,320,1514,1.1,1125,2,38,49,474
3106805,34,1950,590,290,1441,1.1,1032,1.9,37,60,499
3106806,13,0,666,0,100,1.4,900,3.1,3,0,16
3106807,34,1860,529,280,1367,1.2,794,2,26,64,579
3106808,32,2040,617,300,1559,1.2,1146,2.2,41,61,615
3106809,35,1300,596,320,1458,1.1,1100,2.5,39,43,395
3106810,35,2100,673,323,1650,1.1,1231,2.4,52,51,420
3106811,33,2167,601,280,1444,1.1,1056,2,44,55,578
3106812,31,1855,673,280,1656,1.1,936,1.8,48,54,585
3106813,39,2167,604,350,1675,1.1,1512,2.6,39,42,322
3106814,36,2570,747,320,1990,1.1,1715,2.7,76,98,565
3106815,41,1950,708,370,2187,1.1,2083,3,36,44,264
3106816,37,1920,762,370,2154,1.1,1825,3,51,76,446
3106817,38,1964,821,392,1892,1.1,1799,2.7,42,58,341
3106818,40,2000,754,410,1912,1.1,1750,2.5,83,70,508
3106819,39,2167,689,365,1758,1.1,1559,2.6,69,82,554
3106820,32,2000,488,333,1541,1.1,850,2.7,18,26,198
3106821,35,2167,820,330,2125,1,1750,2.5,46,84,537
3106822,36,2058,536,280,1321,1.1,1145,2.5,70,58,492
3106901,31,2383,410,350,1401,1.1,1307,3.2,63,36,548
3106902,34,5584,340,580,1083,1,1531,3.8,28,11,240
3106903,25,1885,313,368,858,1.3,773,2.6,9,13,502
3106904,26,920,438,320,1518,1.2,915,2.3,22,22,343
3106905,45,1600,364,510,981,1,700,2.4,74,12,371
3106906,33,2100,409,560,1375,1.1,1446,3.3,58,31,402
3106907,43,2362,449,375,1446,1,707,2,55,20,319
3106908,35,2150,526,350,1625,1.1,1589,3.6,40,13,214
3106909,33,2000,466,410,1589,1.1,1600,3.3,66,30,420
3106910,31,1700,425,560,1399,1,1399,3.5,43,25,316
3106911,41,1733,536,450,1550,1,1604,3,69,21,355
3106912,31,2200,391,380,1458,1,1162,2.8,50,39,418
3106913,40,2634,508,250,1261,1,1210,2.7,70,32,421
3107001,35,1645,567,165,1462,1.1,1375,2.5,38,54,332
3107002,32,1733,608,320,1678,1.2,1406,2.9,23,33,316
3107003,37,2167,700,240,2091,1.1,1224,2.4,30,29,256
3107004,36,1517,633,285,1781,1,1333,2.4,28,33,255
3107005,36,1831,664,265,1650,1.1,1437,2.3,50,48,358
3107007,34,2069,708,360,1899,1.1,1702,2.7,45,76,514
3107009,36,2080,587,310,1606,1,1426,2.6,63,65,559
3107010,34,1603,564,350,1408,1.1,1257,2.6,57,57,472
3107011,43,1733,503,355,1458,1.2,955,2.9,31,16,354
3107012,32,2167,651,173,1633,1.1,1446,2.7,40,73,512
3107013,34,1800,556,390,1511,1.1,1399,2.6,58,56,463
3107014,38,1733,573,300,1666,1,1348,2.4,49,48,321
3107015,36,1681,872,325,1840,1.1,1652,2.3,25,33,199
3107016,36,1863,643,319,1525,1.1,1162,2.5,67,79,508
3107017,28,1890,645,350,1616,1.1,1392,2.9,30,58,411
3107018,38,2184,641,273,1615,1.1,1261,2.6,53,59,428
3107019,34,1950,587,325,1354,1.1,1286,2.7,33,48,371
3107101,37,1700,973,320,2739,1.1,2403,2.6,43,79,407
3107102,35,2246,964,350,2595,1.1,2291,2.8,52,65,449
3107103,32,1800,903,350,2118,1.1,1961,3,39,75,528
3107104,40,370,763,375,1666,1,1562,2.4,40,29,207
3107105,42,2000,682,250,1973,1,1594,2.7,101,57,536
3107106,42,1950,711,360,1805,1,1424,2.6,53,41,293
3107107,42,1950,738,400,2173,1.1,1954,2.8,102,84,637
3107108,36,2167,904,400,1849,1.1,1711,2.5,28,46,262
3107109,36,2200,753,400,2197,1,1799,2.7,85,88,636
3107110,39,2417,765,320,2024,1,1971,2.9,53,57,402
3107111,35,1863,752,310,1969,1.1,1854,2.8,55,96,579
3107112,39,2000,749,370,1905,1,1522,2.4,40,41,263
3107113,38,1689,730,373,2119,1.1,1666,2.8,65,83,577
3107114,38,2100,743,400,2234,1,1821,2.6,61,71,423
3107115,37,1604,631,360,1791,1.1,1406,2.5,71,55,435
3107116,35,2167,770,380,1818,1,1153,2.4,54,54,375
3107117,33,2167,772,350,1956,1.1,1971,2.8,61,94,673
3107118,36,2477,705,315,1941,1.1,1437,2.7,32,55,351
3107119,36,2167,678,380,2016,1.1,1454,2.7,69,66,516
3107120,34,2184,700,325,2014,1.1,1516,2.7,48,56,387
3107121,38,2000,722,360,2059,1.1,1856,2.8,61,68,458
3107122,38,2625,881,360,2407,1,2214,2.7,76,90,572
3107201,35,1603,644,350,1437,1.1,1309,2.8,60,92,516
3107202,39,2013,685,253,1510,1.1,1361,2.6,60,89,477
3107203,33,2184,582,390,1750,1.1,1928,3.1,25,70,792
3107204,28,2123,689,385,1598,1.1,1398,2.9,7,55,915
3107205,32,1530,664,350,1568,1.1,1569,2.7,56,101,546
3107206,37,1714,724,320,1458,1.1,1050,2.3,33,45,258
3107207,32,1950,594,330,1347,1.1,1399,2.9,43,68,398
3107208,37,2058,546,350,1231,1,1375,2.9,36,57,319
3107209,38,1975,623,285,1750,1.1,1212,2.4,47,61,404
3107210,35,1287,536,255,1192,1.1,937,2.4,40,57,466
3107211,36,1912,625,353,1366,1.1,1343,2.7,44,71,450
3107212,37,2340,623,345,1446,1.1,1409,3,58,68,461
3107213,40,2000,651,330,1968,1,1682,2.9,71,99,583
3107214,35,1800,746,370,1821,1.1,1658,2.9,58,104,666
3107215,36,1500,760,390,1721,1,1522,2.7,54,106,548
3107216,36,1850,687,350,1408,1,1517,2.7,43,59,457
3107301,48,0,256,0,500,1.3,319,1.9,6,0,35
3107302,46,2114,489,510,1470,1,1892,3.4,68,38,394
3107303,42,1705,494,350,1797,1,1763,3.2,58,40,372
3107304,34,1500,573,480,1892,1,1916,3.1,46,20,267
3107305,38,2167,525,380,1522,1.1,1729,3.5,54,61,454
3107306,29,2200,660,400,1630,1.1,1611,2.9,45,222,1153
3107307,39,2565,569,255,1933,1,2044,3.3,79,58,525
3107308,41,2167,530,462,1416,1,1343,3.2,55,26,266
3107309,37,1150,480,330,1833,1,1220,2.9,52,35,335
3107310,25,1965,602,350,1616,1.1,1895,3.8,33,58,433
3107311,29,2600,762,420,1659,1.1,1629,3,18,64,527
3107312,28,2167,724,375,1735,1.1,1424,2.7,7,28,318
3107313,29,1858,621,400,1643,1.1,1397,3.2,14,55,400
3107315,32,1898,575,370,1681,1,1481,3,51,82,545
3107316,32,2000,533,460,1452,1.1,1606,3.3,52,69,481
3107317,33,2000,694,420,1781,1.1,1839,3.1,16,26,199
3107318,40,1910,617,470,2047,1,1767,3.3,52,55,377
3107319,32,1809,658,400,1700,1,1944,3.4,59,49,422
3107320,37,1788,631,413,2028,1.1,1697,3.5,51,73,434
3107321,32,2500,539,380,1596,1.1,1573,3.3,45,52,486
3107322,34,1393,571,360,1318,1.1,1375,2.9,49,67,531
3107323,32,1509,662,365,1611,1.1,1416,2.8,49,57,505
3107324,31,2184,653,380,1708,1.1,1404,2.8,45,84,559
3107325,33,2000,647,370,1835,1.1,1773,3,75,107,733
3107326,37,1361,559,355,1468,1.2,1303,3,52,65,399
3107327,38,2100,563,400,1769,1,1687,3,45,69,437
3107328,35,1777,685,360,1799,1,2019,3.2,54,73,508
3107329,39,1733,659,410,2095,1,2129,3.3,61,94,581
3107330,34,2000,608,390,1786,1.1,1741,3.2,65,101,702
3107331,34,2100,620,470,1787,1,1870,3.3,66,130,773
3107332,33,2200,616,498,2011,1,1896,3.3,33,81,476
3107333,33,3033,610,520,2432,1,2218,3.8,55,98,617
3107334,26,1975,440,375,1661,1.1,1511,3.4,36,110,875
3107335,37,1733,583,360,1361,1.1,1441,2.9,53,76,785
3107336,28,2167,685,370,1451,1.1,1512,2.8,30,113,1032
3107337,31,2167,678,370,1485,1.1,1307,2.8,25,66,540
3107402,31,2505,752,385,1781,1.1,1853,3.1,18,61,475
3107403,31,2262,813,355,2009,1,1905,3,19,110,692
3107404,42,1342,465,300,1239,1,1059,2.6,35,21,204
3107405,37,1900,585,290,1375,1.1,900,3.2,28,10,193
3107406,32,2600,867,410,2202,1.1,2232,3.2,51,341,1821
3107407,37,1250,574,260,1437,1.1,1476,3.1,63,35,412
3107501,29,2305,729,350,1847,1.1,1695,3.3,35,62,522
3107502,35,2000,773,410,2266,1.1,2137,3.4,68,114,711
3107503,28,2708,834,440,2005,1.1,2078,3.3,17,142,602
3107504,32,2427,748,450,1712,1.1,1605,3.2,17,93,401
3107505,32,2600,847,420,1913,1,2062,3.5,19,129,642
3107506,28,2400,692,415,1760,1.1,1818,3.4,31,108,735
3107507,29,2442,835,410,1756,1.1,1831,3,16,113,655
3107508,41,1790,396,398,1587,1,1559,3.5,30,50,434
3107509,29,2200,734,460,1940,1,2125,3.4,12,79,400
3107510,36,1500,760,420,2374,1,2507,3.6,41,95,557
3107511,41,1900,791,250,2272,1,2272,3.4,65,92,558
3107512,31,3250,727,350,1458,1.1,1785,3,8,43,259
3107513,40,1733,606,410,2038,1,2013,3,47,59,358
3107515,33,1950,815,410,1905,1,1823,3.4,32,94,580
3107516,33,2100,787,345,2019,1,1773,3,13,67,391
3107517,26,2200,754,390,1855,1.1,1606,3.2,11,49,383
3107518,39,2167,730,440,1911,1,1899,2.9,38,65,339
3107519,34,2000,690,425,2131,1,2260,3.5,38,85,474
3107520,31,1717,578,390,1375,1,1392,3,13,51,320
3107521,40,2400,745,420,2013,1,1727,3,34,31,267
3107522,29,2058,737,400,1737,1.1,1768,3.5,15,117,805
3107523,30,2350,789,390,2090,1,2250,3.3,16,99,521
3107524,32,2167,720,450,2011,1,2057,3.5,31,99,545
3107525,32,2100,731,400,1919,1.1,2050,3.4,29,92,524
3107526,31,1950,871,410,2182,1.1,2181,3.4,21,87,493
3107527,36,1905,737,425,1883,1,1750,3.1,30,79,417
3107528,69,1629,469,381,1125,1,774,2.2,43,22,352
3107529,34,1733,736,340,2088,1,1625,2.8,27,64,402
3107530,38,1600,724,400,1892,1,2014,3.5,22,55,303
3107531,30,1733,696,420,2062,1.1,2133,3.4,21,62,328
3107532,35,2600,722,300,2178,1.1,1583,3.5,6,27,141
3107601,37,2059,561,280,1281,1.1,1269,2.4,19,29,259
3107603,39,1575,551,233,1125,1.1,958,2,27,17,196
3107604,44,2383,359,120,864,1,692,2.5,9,22,311
3107606,26,0,278,148,840,1.2,654,2.9,3,0,253
3107607,32,1950,388,200,971,1.1,931,2.8,38,54,538
3107608,34,1838,488,191,1051,1.2,1023,2.7,42,59,526
3107609,36,1712,536,245,1275,1.1,1107,2.7,26,30,277
3107610,32,1431,554,325,1330,1.3,1034,3,48,45,402
3107611,39,1452,414,285,875,1.1,788,2.3,40,39,344
3107612,26,1700,383,199,1018,1.2,1028,2.8,7,18,266
3107613,36,1300,389,260,1078,1.2,1008,2.7,30,24,339
3107614,33,867,393,260,1023,1.2,881,2.6,44,46,406
3107615,36,1200,560,325,1395,1.1,1375,2.8,31,39,291
3107616,43,1300,372,150,715,1.1,558,2,27,22,251
3107617,37,1700,531,325,1319,1.1,1110,2.6,39,45,379
3107618,29,1850,653,355,1487,1.1,1408,2.8,19,96,581
3107619,33,1733,370,151,989,1.2,923,2.9,31,36,328
3107620,33,1487,422,330,1025,1.2,1037,2.8,22,40,328
3107621,52,1213,366,225,1093,1.1,949,2.4,10,22,205
3107622,33,1300,607,295,1125,1.1,945,2.4,28,38,324
3107623,38,1733,378,310,1018,1.1,853,2.4,30,33,358
3107624,36,2145,657,325,1208,1.1,1062,2.5,24,28,235
3107626,37,1600,606,300,1194,1.2,990,2.6,31,35,312
3107627,53,1387,385,275,1481,1,1054,1.9,31,21,228
3107628,32,2167,554,315,1160,1.1,979,2.4,30,35,323
3107629,34,1935,526,300,1357,1.1,1066,2.3,36,63,421
3107701,37,2167,669,375,1697,1,1868,3.2,80,80,598
3107702,36,1854,635,480,2075,1.1,1819,3.3,62,76,534
3107703,37,1800,623,460,2042,1,2017,3.5,66,64,475
3107704,40,2050,653,468,1828,1,1916,3.3,72,69,513
3107705,33,1733,574,370,1375,1.2,1555,3,66,76,613
3107706,23,2900,503,365,1650,1.2,1452,3.6,13,19,298
3107707,30,2340,719,530,2010,1,1969,3.5,48,113,789
3107708,29,1850,633,370,1538,1.1,1629,3.3,36,84,625
3107709,27,1867,688,350,1520,1.2,1147,2.8,11,28,289
3107710,29,1800,480,380,1730,1.2,1517,3.6,46,76,713
3107711,34,2167,484,340,1125,1.2,966,3.1,13,21,193
3107712,33,1600,591,231,1375,1.1,1031,2.6,23,42,312
3107713,29,1733,652,363,1489,1.1,1454,2.7,6,28,211
3107714,28,2000,533,365,1437,1.1,1208,3.2,16,47,360
3107715,34,2856,551,465,2125,1,2094,3.5,20,36,231
3107716,60,1842,463,400,1604,1,940,2.2,72,51,530
3107717,39,2167,639,183,2083,1,2181,3.6,58,70,485
3107801,30,2100,533,330,1151,1.1,1073,3,28,44,306
3107802,37,1700,501,355,1449,1,1222,3.2,59,69,525
3107803,32,1887,571,340,1388,1.1,1463,3.1,46,72,536
3107804,28,2134,619,355,1617,1.1,1519,2.8,38,77,567
3107805,30,1690,612,295,1562,1.1,1312,3.1,29,38,329
3107806,33,1300,596,350,1346,1,1401,2.8,57,90,543
3107807,29,2000,591,330,1406,1.1,1303,3,26,43,278
3107808,32,1850,624,360,1670,1.2,1413,3.2,33,60,434
3107809,28,1733,641,360,1375,1.2,1666,3.5,9,37,240
3107810,29,1647,415,370,1182,1.2,1077,2.8,39,71,646
3107811,34,2006,638,360,1718,1,1327,2.6,43,48,362
3107812,28,1300,432,360,1307,1.1,1279,2.9,23,50,509
3107813,30,1950,595,350,1362,1.1,1531,3.5,26,42,314
3107814,29,1700,572,365,1347,1.1,1391,2.7,36,87,644
3107815,32,1733,553,340,1428,1.1,1233,3.2,38,67,459
3107816,28,1450,545,340,1161,1.1,1161,2.5,8,22,386
3107817,32,2000,543,350,1375,1.1,1294,2.5,33,42,427
3107818,26,1900,320,395,1350,1.3,1449,3.6,3,13,276
3107819,34,1200,538,351,1520,1.1,1350,3.2,34,44,328
3107820,33,1733,589,335,1514,1.1,1375,2.8,33,45,339
3107821,38,1400,512,370,1687,1.2,1924,3.2,58,47,384
3107822,31,1975,562,420,1516,1,1750,3.5,39,43,468
3107823,36,1867,500,490,1687,1.1,1637,3.3,42,43,363
3107824,30,1733,508,285,1038,1.1,1182,2.8,32,58,460
3107825,31,1733,549,325,1317,1.1,1289,2.7,46,48,382
3107826,27,1625,395,370,1010,1.1,1187,2.9,27,42,463
3107827,30,1603,444,410,1307,1.1,1163,3,18,42,483
3107828,28,2032,409,380,1338,1.2,1305,3.1,41,30,421
3107829,41,1800,518,420,1462,1.1,1319,2.9,73,47,440
3107830,36,1600,566,360,2055,1.1,1550,2.8,33,32,257
3107831,32,1300,541,380,1785,1.1,1678,2.9,28,37,295
3107832,34,1517,651,360,1517,1.1,1198,2.7,46,74,497
3107901,31,1733,385,305,970,1.2,986,2.7,49,22,376
3107902,31,1895,387,380,1259,1.1,1100,3,58,24,415
3107903,37,1733,370,370,1194,1.1,882,2.8,89,42,585
3107904,34,2383,331,240,843,1,862,3,46,13,308
3107905,29,1928,443,385,1133,1.1,1198,2.8,54,32,522
3107906,32,1617,584,340,1231,1,1375,2.5,22,25,208
3107907,42,820,447,380,1274,1.1,1300,2.6,55,28,333
3107908,35,1213,428,460,1519,1.1,1647,3,56,27,389
3107909,31,1733,498,400,1516,1.1,1382,2.9,39,57,494
3107910,30,2132,438,270,1107,1.1,976,3,40,32,441
3107911,32,1700,341,206,883,1.2,795,2.9,40,26,404
3107912,35,2384,350,345,939,1,833,2.7,61,26,361
3107913,42,1615,464,420,1142,1,1176,2.8,72,36,416
3107914,44,2700,551,440,1521,1.1,1694,2.9,60,31,274
3107915,33,1600,398,395,1158,1.1,881,2.7,86,49,617
3107916,32,2459,360,375,963,1,864,2.7,64,22,364
3107917,32,1200,371,400,1266,1,1018,2.9,41,11,221
3107918,32,2000,392,368,1149,1.1,930,2.7,87,48,579
3107919,38,2200,644,400,1562,1.1,1487,2.7,54,56,442
3107920,32,1600,559,410,1521,1.1,1350,2.8,48,43,359
3108001,31,2000,539,375,1488,1,1650,3.1,44,20,289
3108002,37,1520,472,700,1333,1,1178,3,35,19,168
3108003,38,1500,382,655,1650,1.1,1437,3.4,50,21,262
3108004,33,3000,483,615,1899,1,1575,3.6,87,42,507
3108005,30,1863,391,368,1364,1,1191,2.9,54,61,512
3108006,32,1950,486,270,1257,1.1,1182,2.9,39,89,555
3108007,36,1750,367,380,1208,1.1,1179,3.1,96,42,602
3108008,32,2350,475,420,1540,1,1375,3.2,82,57,505
3108009,29,1900,464,230,1006,1.1,938,2.4,26,44,490
3108010,35,2000,494,345,1399,1.1,1406,3,53,71,545
3108011,35,1925,587,360,1442,1.1,1367,2.7,64,74,577
3108012,31,1278,772,335,1625,1.1,1226,2.5,33,41,255
3108013,36,1900,664,385,1442,1.1,1369,2.8,67,80,635
3108014,37,2000,773,360,1604,1.2,1492,2.8,56,61,420
3108015,38,2000,383,380,1083,1.1,861,2.8,29,21,405
3108016,40,2000,551,350,1307,1,1261,2.6,70,57,482
3108017,36,2167,592,175,1847,1,1956,3.1,68,71,524
3108018,36,1684,535,358,1481,1.1,1568,3.4,54,64,479
3108019,31,2444,452,393,1287,1.1,1550,3.1,53,38,411
3108020,35,1820,567,343,1442,1.1,1547,3,35,39,303
3108021,30,1733,468,410,1517,1.2,1297,3.5,36,28,245
3108022,30,2292,517,375,1539,1,1580,3.1,70,49,502
3108023,44,2492,387,365,1442,1.1,1015,2.5,50,32,570
3108024,37,1733,561,160,1354,1.1,914,2,16,41,423
3108025,37,1777,415,435,1156,1.1,1145,3.1,91,50,527
3108026,35,1733,484,440,1304,1,1430,2.8,53,41,330
3108027,34,1741,428,350,1287,1.1,1235,2.8,54,39,415
3108028,37,1717,498,350,1196,1.1,1216,2.8,66,60,477
3108029,37,1750,509,350,1224,1,1135,2.4,76,70,512
3108030,34,2302,433,385,1333,1.1,1394,3.2,45,46,391
3108031,31,1712,517,360,1416,1.1,1423,3.2,46,70,536
3108032,30,1733,234,360,1202,1,457,2.2,23,19,242
3108033,36,1709,484,500,1490,1.1,1476,3.4,50,48,380
3108034,35,1900,424,350,1333,1,1125,2.8,41,29,265
3108035,40,1257,387,403,1424,1.1,1470,3.1,71,45,430
3108036,40,1950,535,393,1656,1,1684,3,66,50,441
3108037,41,2327,385,375,1208,1.1,977,3,39,22,246
3108038,36,1255,393,320,1375,1,1329,2.9,66,43,435
3108039,30,2383,407,405,1267,1,1325,3.3,60,67,553
3108101,36,1588,815,480,2360,1,1874,2.9,53,72,431
3108102,41,1893,847,435,2250,1.1,2062,2.8,56,63,387
3108103,33,2300,704,380,2200,1.1,1613,2.6,38,56,319
3108104,39,1867,828,350,2125,1,1858,2.8,60,97,539
3108105,49,2000,622,385,2383,1,1687,2.6,84,63,574
3108106,43,2000,724,450,2720,1,2402,3.3,81,55,473
3108107,44,2400,825,640,2696,1,3050,3,74,50,396
3108108,42,2500,661,470,2321,1,2050,3.2,70,46,394
3108109,39,1733,685,400,1826,1,1659,2.7,52,57,375
3108112,45,2316,866,495,2326,1,2025,2.5,82,68,499
3108113,44,2000,585,335,1683,1.1,1339,2.4,53,50,384
3108114,40,2600,587,450,1718,1.1,1816,2.7,29,37,250
3108115,33,1517,755,360,1921,1,1827,2.9,57,72,494
3108116,37,1800,725,345,1971,1,1733,2.6,38,33,242
3108117,37,1733,705,410,1550,1,1791,2.7,40,54,378
3108118,44,2860,694,430,2125,1,1531,2.9,57,34,340
3108119,39,1950,657,455,1783,1.1,1700,2.8,49,61,395
3108120,33,2167,660,385,2096,1.1,1888,3.1,42,59,402
3108201,37,1600,806,350,1654,1,1516,2.4,25,40,211
3108202,35,2167,736,340,1863,1.1,1517,2.7,23,38,247
3108203,36,1971,640,350,1924,1,1617,2.5,30,35,247
3108204,40,1733,541,395,1449,1,1343,2.8,55,54,398
3108205,50,1300,683,385,1666,1,1231,2.3,43,33,222
3108206,36,1417,604,360,1604,1,1781,2.8,34,35,268
3108207,39,2000,733,450,2333,1,2231,3.1,72,72,533
3108208,37,2000,828,160,2250,1,2250,3.2,35,65,357
3108209,44,1963,646,295,1692,1,1452,2.8,65,50,390
3108210,39,1733,761,415,2163,1,2039,3.1,47,69,466
3108211,36,1900,841,395,2284,1,2261,3.1,42,79,483
3108212,39,1580,703,420,1985,1,1617,2.6,61,60,403
3108213,36,2232,722,350,1750,1,1807,2.9,56,95,560
3108214,40,1560,658,340,2143,1,1730,2.7,47,51,339
3108215,38,1662,859,360,2339,1.1,1774,2.9,24,51,272
3108216,33,2383,662,340,1839,1,1976,2.9,35,51,319
3108217,33,2167,605,355,1529,1.2,1470,2.9,30,54,345
3108218,34,2600,767,360,1750,1,1568,2.7,21,45,241
3108219,33,1733,657,355,1691,1.1,1579,2.9,39,69,427
3108220,40,2240,774,370,1856,1.1,1714,2.9,33,61,354
3108301,0,2800,0,0,1750,1,1750,2,0,3,0
3108302,30,2167,779,370,1973,1,1878,2.9,51,79,568
3108303,32,2037,795,345,1899,1.1,1559,2.9,24,60,323
3108304,33,1584,819,355,1797,1,1388,2,54,60,462
3108305,31,1642,850,330,2047,1.1,1514,2.5,29,61,307
3108306,34,2450,767,300,1430,1.1,1774,2.8,26,61,303
3108307,32,2089,756,300,1931,1,1366,2.6,24,41,224
3108308,31,2000,863,365,2069,1.1,1941,2.9,28,58,322
3108309,40,1997,813,295,2083,1,1812,2.7,48,70,391
3108310,31,1824,612,365,1388,1.1,1476,2.9,33,58,373
3108311,35,2000,802,398,2200,1,2055,3,60,87,542
3108401,36,2523,792,310,1926,1.1,1835,2.9,63,112,600
3108402,30,2167,929,380,2088,1,1957,2.5,23,58,291
3108403,32,2680,1125,260,2833,1,2870,3.5,22,105,495
3108404,34,2200,985,612,2615,1,2592,3.3,45,122,662
3108407,39,1950,763,390,2083,1,2516,3,25,40,261
