region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Total_Persons_Persons
3105811,30,1083,428,300,1428,1.1,1375,2.6,335
3105812,31,2600,776,395,2166,1.2,1773,2.3,377
3105813,28,2400,533,310,1762,1.2,1057,2,411
3105901,38,2508,879,410,2062,1,1767,2.7,357
3105902,35,2167,652,260,1922,1,1416,2.3,607
3105904,29,1625,795,340,2274,1.1,1343,2.1,338
3105905,30,1874,656,290,1170,1.2,1125,2.1,448
3105906,31,2050,720,390,2392,1,2356,3.2,728
3105907,38,1625,779,300,2250,1.1,1777,2.6,634
3105908,34,2245,621,109,1986,1.1,871,1.9,722
3105909,33,1733,755,290,1722,1.1,1327,2,343
3105911,31,1911,718,360,1860,1.1,1523,2.4,300
3105912,31,2200,688,340,1465,1.2,1343,2.3,337
3105913,33,1300,703,328,1799,1.1,1158,1.9,461
3105914,29,1350,749,340,1737,1.1,1442,2.2,281
3105915,33,1800,900,345,1555,1.1,1449,1.8,467
3105916,32,2000,839,350,2042,1.1,1634,2.3,416
3105917,36,2500,951,330,2140,1.1,2125,2.7,399
3105918,38,2000,974,393,2961,1,2803,3.2,414
3105919,40,2000,720,398,2513,1.1,1539,2.8,610
3105920,37,2210,694,400,2143,1,1886,2.9,258
3105921,38,2100,700,390,2277,1,1750,2.7,344
3105922,46,2774,705,395,2011,1,1305,2.2,382
3105923,42,3000,650,500,2519,1.1,1980,2.6,527
3105924,41,2400,1065,595,2695,1.1,2521,2.5,332
3106001,35,1700,536,365,1555,1,1463,2.9,530
3106002,29,2100,702,395,1889,1.1,1939,3.1,342
3106003,37,2167,561,490,1949,1.1,2010,3.1,321
3106004,35,2000,693,375,2203,1,1750,3,398
3106005,36,1600,507,635,1812,1,1694,2.9,511
3106006,33,1733,527,380,1595,1.1,1507,3.1,650
3106007,38,2383,651,285,2228,1,2036,3.3,21
3106008,29,1600,572,380,1639,1,1389,2.7,480
3106009,40,1950,594,400,1477,1,1463,3,546
3106010,39,2400,688,410,2197,1.1,1735,3,396
3106011,39,1817,580,460,1789,1.1,1847,3.2,207
3106012,31,2145,617,395,1555,1.1,1456,2.5,287
3106013,27,1733,628,400,1607,1,1431,2.9,498
3106014,40,1900,643,350,1660,1,1663,2.9,303
3106015,44,1400,487,450,2045,1.1,1708,2.9,321
3106016,30,1907,542,420,1704,1,1390,2.9,551
3106017,26,1700,480,420,1261,1.2,1308,2.9,364
3106018,29,3100,684,425,1985,1,2103,3.3,412
3106019,28,2167,537,395,1407,1.1,1267,2.8,577
3106020,31,1350,534,355,1799,1.1,1625,3.1,401
3106021,38,2000,463,420,1259,1,1199,2.7,398
3106022,40,2167,434,360,1208,1,1125,3.1,384
3106023,36,901,636,500,1971,1,2211,3.4,481
3106024,34,2400,418,0,2160,1,2134,3.4,389
3106025,34,2167,733,370,1607,1,1468,3,424
3106026,29,2600,522,390,1442,1.1,1447,2.8,389
3106027,29,1983,373,400,974,1.1,939,2.8,329
3106028,34,1600,608,363,1447,1.1,1437,3,600
3106029,49,3300,526,280,959,1.2,766,1.7,408
3106030,41,0,550,190,614,1.2,713,1.4,207
3106031,43,2334,572,440,1727,1,1651,2.9,293
3106101,28,2361,477,415,1289,1.1,1361,2.9,501
3106102,30,2167,424,298,1111,1.2,1259,3.1,316
3106103,30,2167,512,345,1281,1.2,1153,2.7,256
3106104,31,2167,411,380,1351,1.1,1312,3.2,484
3106105,38,2650,456,450,1607,1.1,1166,3.1,663
3106106,36,1800,490,380,1430,1.1,1384,2.9,363
3106107,31,1337,409,365,1166,1.1,1262,2.8,0
3106108,33,2167,373,400,1347,1.1,1325,3.4,249
3106109,32,1940,351,450,1109,1,1111,3.1,0
3106110,34,2250,493,385,1375,1,1125,3,3
3106111,35,1690,385,370,1354,1,1171,2.9,1280
3106112,38,2167,413,425,1228,1.1,1148,3.1,1392
3106201,39,0,325,0,0,0,500,2,913
3106202,41,1700,434,106,1392,1,694,2.6,733
3106203,34,2150,474,132,1347,1.1,1375,3.2,333
3106204,39,2008,686,415,1808,1,1921,2.8,391
3106205,39,2037,502,350,1521,1,1555,2.9,842
3106206,38,1767,646,310,1397,1.1,1241,2.7,276
3106207,37,1200,587,320,1489,1.1,1383,2.6,413
3106208,37,1791,674,420,2083,1.1,1874,3.3,337
3106209,36,2383,558,320,1536,1.1,1275,2.8,898
3106210,34,2279,603,345,1933,1.2,1680,3,0
3106211,41,2056,619,360,1579,1.1,1355,2.7,410
3106212,36,2300,646,335,1568,1.1,1447,2.9,598
3106213,35,2500,702,360,1968,1.1,1576,2.7,405
3106214,40,2000,604,393,1812,1.1,1583,3,550
3106215,36,2600,536,179,1343,1,1329,2.5,579
3106216,36,1950,548,205,1048,1.1,1071,2.8,640
3106217,35,1820,503,380,1696,1.1,1569,2.8,302
3106218,37,2059,629,385,1862,1.1,1687,3.4,472
3106219,42,1842,563,360,1702,1,1424,3,387
3106220,37,1798,541,389,1625,1.1,1298,3,517
3106222,43,3125,677,0,2094,1.1,2416,3.2,362
3106301,34,2000,885,0,2785,1.1,2794,3.9,315
3106302,27,2654,721,390,1587,1.1,1471,2.7,276
3106303,36,1832,724,350,2374,1,2454,3.4,486
3106304,33,2200,823,680,2736,1,2550,3.3,411
3106305,34,1738,723,340,1874,1,1583,2.3,333
3106306,34,2000,709,350,1924,1.1,1625,2.6,605
3106307,34,2400,688,328,1804,1.1,1697,2.7,309
3106308,40,2040,588,375,2512,1,2316,3,498
3106310,38,2025,367,155,1037,1.1,939,2.6,475
3106311,31,2167,374,140,939,1.2,850,2.7,380
3106312,31,2500,391,149,972,1.2,945,2.8,419
3106313,36,1950,705,380,1788,1.1,1636,2.6,314
3106314,37,2340,687,250,1712,1.1,1398,2.5,435
3106315,33,2167,605,350,1843,1.1,1359,2.6,362
3106316,33,2167,670,350,1595,1.1,1337,2.2,272
3106317,33,2200,804,385,2111,1.1,1828,2.6,498
3106318,46,2709,397,125,1204,1.1,630,1.7,505
3106319,37,2600,748,380,2067,1,1974,2.6,0
3106320,47,1961,478,78,1446,1.1,825,1.9,417
3106321,38,2297,782,355,2097,1,1838,2.9,395
3106322,33,2080,779,360,1684,1.1,1586,2.7,420
3106323,35,1967,666,350,1750,1.1,1258,2.4,506
3106324,23,1000,350,320,1639,1.1,1281,2.8,455
3106325,31,1900,830,365,1750,1.1,1381,1.9,319
3106326,38,1957,793,370,2013,1.1,1975,3,534
3106327,31,2000,845,370,1822,1.1,1562,2.5,440
3106328,39,1600,747,368,1696,1,1764,2.6,386
3106329,31,2000,705,380,1398,1.1,1302,2.3,386
3106330,30,2200,643,350,1483,1.1,1351,2.4,313
3106331,38,2600,690,380,1600,1.1,1662,2.4,483
3106332,37,1600,668,343,1468,1.1,1144,2.3,14
3106401,48,2340,683,148,2083,1.1,2113,3,386
3106402,44,2500,749,370,1911,1.1,1833,3.1,492
3106403,43,3000,650,0,2024,1.1,1853,3.1,459
3106404,40,1509,633,464,2333,1,2526,3.1,493
3106405,34,2470,776,420,2333,1.1,2336,3.6,240
3106406,37,2189,1005,448,2349,1,2640,3.4,358
3106407,39,2000,749,590,2508,1,2508,3.4,393
3106408,46,5667,462,300,1449,1,582,2,367
3106409,43,1546,675,250,1562,1.1,2139,2.8,438
3106410,43,4333,639,250,1550,1.1,1156,3,340
3106411,35,2600,506,385,1750,1.1,1643,2.9,708
3106501,32,2400,508,355,1047,1.1,858,2.7,530
3106502,42,2320,724,420,1952,1.1,1641,2.5,345
3106503,37,1340,586,315,1812,1.1,1583,2.7,372
3106504,45,1880,685,360,1768,1.1,1600,2.5,306
3106505,33,2000,563,318,1416,1.2,1228,2.5,340
3106506,37,849,660,330,1636,1.1,1162,2.4,530
3106507,41,2092,625,370,1812,1.1,1460,2.7,588
3106508,31,2014,491,390,1366,1.1,1260,3,279
3106509,24,2600,402,380,1102,1.3,1047,2.5,387
3106510,41,1285,381,390,1089,1.1,733,2,396
3106512,70,2154,492,335,1125,1,662,1.6,252
3106513,37,1530,700,380,1515,1.1,1512,2.5,229
3106514,26,1733,455,380,1228,1.1,1130,2.5,180
3106515,30,2058,633,360,1515,1.1,1270,2.5,280
3106516,36,1329,449,370,1531,1,1281,2.8,4
3106517,26,1733,412,340,1300,1.1,805,2.2,0
3106518,33,1850,561,380,1562,1.1,1512,2.9,979
3106519,30,1733,659,345,1603,1.1,1510,2.5,454
3106520,33,1869,565,335,1452,1.1,1153,2.4,372
3106601,41,1800,819,0,2259,1,2096,3.2,301
3106602,40,1600,656,418,2225,1,1874,2.9,322
3106603,37,1950,782,400,2184,1.1,2144,2.9,316
3106604,37,1733,564,485,1763,1,1402,2.8,269
3106605,33,1567,589,390,1663,1,1634,2.9,366
3106606,36,3000,565,375,1555,1.1,1300,2.8,436
3106607,42,1560,659,405,1868,1.1,1647,2.7,286
3106608,41,2214,514,405,1428,1.1,1356,3,310
3106609,32,1700,656,318,1454,1.1,1163,1.9,315
3106610,34,1690,591,340,1441,1.1,1347,2.8,534
3106611,36,2100,658,380,1759,1.1,1660,2.9,691
3106612,35,2600,774,420,2237,1.1,2087,3.3,294
3106613,54,1603,569,300,1408,1.1,744,2,685
3106614,36,1517,577,360,1392,1.1,1428,2.8,11
3106615,39,1907,692,340,2333,1,2055,3,529
3106616,39,1975,693,360,1618,1.1,1429,2.6,354
3106617,41,2050,570,445,1641,1,1636,3,328
3106618,38,1900,671,400,2038,1,1952,3.4,553
3106619,35,1842,730,405,2042,1,2147,3.1,348
3106620,37,2200,677,353,1571,1,1634,3,282
3106621,32,1907,702,315,1550,1.1,1636,2.6,382
3106622,39,2167,581,410,1666,1,1708,3,502
3106623,28,1907,811,385,1961,1,1547,2.5,450
3106624,29,1881,555,400,1284,1.1,1195,2.6,333
3106625,40,1725,742,120,2214,1,2250,3.1,440
3106701,26,2000,390,350,1145,1.1,1166,2.6,431
3106702,29,1600,609,250,1410,1.1,1062,2.4,467
3106703,33,1733,597,260,1416,1.1,1312,2.7,268
3106704,32,2000,462,350,1298,1.1,1268,2.7,571
3106705,31,1408,592,310,1703,1.2,1510,2.8,328
3106706,36,1517,459,120,1264,1.1,846,2.4,237
3106707,37,1950,529,385,1208,1,1208,2.6,368
3106708,35,760,546,300,1350,1.1,1211,2.9,465
3106709,33,1517,428,300,1514,1.1,971,2.8,559
3106710,32,1415,495,340,1208,1.1,1239,2.9,604
3106712,40,1083,528,320,1312,1.1,900,2.3,366
3106713,30,1571,414,360,1100,1.1,958,3,473
3106714,43,3000,351,138,771,1.1,617,2.2,1166
3106801,43,2167,623,333,1899,1,1312,2.5,348
3106802,36,2000,672,400,2125,1.1,1905,3,353
3106803,30,2167,781,375,1730,1.1,1506,2.3,661
3106804,33,1700,578,320,1514,1.1,1125,2,433
3106805,34,1950,590,290,1441,1.1,1032,1.9,340
3106806,13,0,666,0,100,1.4,900,3.1,523
3106807,34,1860,529,280,1367,1.2,794,2,435
3106808,32,2040,617,300,1559,1.2,1146,2.2,325
3106809,35,1300,596,320,1458,1.1,1100,2.5,460
3106810,35,2100,673,323,1650,1.1,1231,2.4,354
3106811,33,2167,601,280,1444,1.1,1056,2,0
3106812,31,1855,673,280,1656,1.1,936,1.8,371
3106813,39,2167,604,350,1675,1.1,1512,2.6,418
3106814,36,2570,747,320,1990,1.1,1715,2.7,589
3106815,41,1950,708,370,2187,1.1,2083,3,722
3106816,37,1920,762,370,2154,1.1,1825,3,282
3106817,38,1964,821,392,1892,1.1,1799,2.7,441
3106818,40,2000,754,410,1912,1.1,1750,2.5,296
3106819,39,2167,689,365,1758,1.1,1559,2.6,433
3106820,32,2000,488,333,1541,1.1,850,2.7,483
3106821,35,2167,820,330,2125,1,1750,2.5,523
3106822,36,2058,536,280,1321,1.1,1145,2.5,583
3106901,31,2383,410,350,1401,1.1,1307,3.2,388
3106902,34,5584,340,580,1083,1,1531,3.8,491
3106903,25,1885,313,368,858,1.3,773,2.6,339
3106904,26,920,438,320,1518,1.2,915,2.3,388
3106905,45,1600,364,510,981,1,700,2.4,392
3106906,33,2100,409,560,1375,1.1,1446,3.3,279
3106907,43,2362,449,375,1446,1,707,2,305
3106908,35,2150,526,350,1625,1.1,1589,3.6,400
3106909,33,2000,466,410,1589,1.1,1600,3.3,566
3106910,31,1700,425,560,1399,1,1399,3.5,196
3106911,41,1733,536,450,1550,1,1604,3,503
3106912,31,2200,391,380,1458,1,1162,2.8,277
3106913,40,2634,508,250,1261,1,1210,2.7,365
3107001,35,1645,567,165,1462,1.1,1375,2.5,427
3107002,32,1733,608,320,1678,1.2,1406,2.9,320
3107003,37,2167,700,240,2091,1.1,1224,2.4,735
3107004,36,1517,633,285,1781,1,1333,2.4,420
3107005,36,1831,664,265,1650,1.1,1437,2.3,317
3107007,34,2069,708,360,1899,1.1,1702,2.7,384
3107009,36,2080,587,310,1606,1,1426,2.6,373
3107010,34,1603,564,350,1408,1.1,1257,2.6,389
3107011,43,1733,503,355,1458,1.2,955,2.9,458
3107012,32,2167,651,173,1633,1.1,1446,2.7,426
3107013,34,1800,556,390,1511,1.1,1399,2.6,344
3107014,38,1733,573,300,1666,1,1348,2.4,497
3107015,36,1681,872,325,1840,1.1,1652,2.3,298
3107016,36,1863,643,319,1525,1.1,1162,2.5,378
3107017,28,1890,645,350,1616,1.1,1392,2.9,480
3107018,38,2184,641,273,1615,1.1,1261,2.6,409
3107019,34,1950,587,325,1354,1.1,1286,2.7,594
3107101,37,1700,973,320,2739,1.1,2403,2.6,258
3107102,35,2246,964,350,2595,1.1,2291,2.8,504
3107103,32,1800,903,350,2118,1.1,1961,3,415
3107104,40,370,763,375,1666,1,1562,2.4,439
3107105,42,2000,682,250,1973,1,1594,2.7,342
3107106,42,1950,711,360,1805,1,1424,2.6,489
3107107,42,1950,738,400,2173,1.1,1954,2.8,347
3107108,36,2167,904,400,1849,1.1,1711,2.5,394
3107109,36,2200,753,400,2197,1,1799,2.7,245
3107110,39,2417,765,320,2024,1,1971,2.9,346
3107111,35,1863,752,310,1969,1.1,1854,2.8,457
3107112,39,2000,749,370,1905,1,1522,2.4,300
3107113,38,1689,730,373,2119,1.1,1666,2.8,333
3107114,38,2100,743,400,2234,1,1821,2.6,493
3107115,37,1604,631,360,1791,1.1,1406,2.5,566
3107116,35,2167,770,380,1818,1,1153,2.4,606
3107117,33,2167,772,350,1956,1.1,1971,2.8,0
3107118,36,2477,705,315,1941,1.1,1437,2.7,319
3107119,36,2167,678,380,2016,1.1,1454,2.7,329
3107120,34,2184,700,325,2014,1.1,1516,2.7,334
3107121,38,2000,722,360,2059,1.1,1856,2.8,443
3107122,38,2625,881,360,2407,1,2214,2.7,261
3107201,35,1603,644,350,1437,1.1,1309,2.8,399
3107202,39,2013,685,253,1510,1.1,1361,2.6,278
3107203,33,2184,582,390,1750,1.1,1928,3.1,288
3107204,28,2123,689,385,1598,1.1,1398,2.9,395
3107205,32,1530,664,350,1568,1.1,1569,2.7,373
3107206,37,1714,724,320,1458,1.1,1050,2.3,484
3107207,32,1950,594,330,1347,1.1,1399,2.9,232
3107208,37,2058,546,350,1231,1,1375,2.9,289
3107209,38,1975,623,285,1750,1.1,1212,2.4,711
3107210,35,1287,536,255,1192,1.1,937,2.4,587
3107211,36,1912,625,353,1366,1.1,1343,2.7,543
3107212,37,2340,623,345,1446,1.1,1409,3,224
3107213,40,2000,651,330,1968,1,1682,2.9,680
3107214,35,1800,746,370,1821,1.1,1658,2.9,342
3107215,36,1500,760,390,1721,1,1522,2.7,331
3107216,36,1850,687,350,1408,1,1517,2.7,337
3107301,48,0,256,0,500,1.3,319,1.9,486
3107302,46,2114,489,510,1470,1,1892,3.4,348
3107303,42,1705,494,350,1797,1,1763,3.2,407
3107304,34,1500,573,480,1892,1,1916,3.1,14
3107305,38,2167,525,380,1522,1.1,1729,3.5,518
3107306,29,2200,660,400,1630,1.1,1611,2.9,528
3107307,39,2565,569,255,1933,1,2044,3.3,362
3107308,41,2167,530,462,1416,1,1343,3.2,476
3107309,37,1150,480,330,1833,1,1220,2.9,515
3107310,25,1965,602,350,1616,1.1,1895,3.8,450
3107311,29,2600,762,420,1659,1.1,1629,3,316
3107312,28,2167,724,375,1735,1.1,1424,2.7,237
3107313,29,1858,621,400,1643,1.1,1397,3.2,494
3107315,32,1898,575,370,1681,1,1481,3,340
3107316,32,2000,533,460,1452,1.1,1606,3.3,403
3107317,33,2000,694,420,1781,1.1,1839,3.1,453
3107318,40,1910,617,470,2047,1,1767,3.3,224
3107319,32,1809,658,400,1700,1,1944,3.4,454
3107320,37,1788,631,413,2028,1.1,1697,3.5,452
3107321,32,2500,539,380,1596,1.1,1573,3.3,502
3107322,34,1393,571,360,1318,1.1,1375,2.9,364
3107323,32,1509,662,365,1611,1.1,1416,2.8,379
3107324,31,2184,653,380,1708,1.1,1404,2.8,528
3107325,33,2000,647,370,1835,1.1,1773,3,340
3107326,37,1361,559,355,1468,1.2,1303,3,20
3107327,38,2100,563,400,1769,1,1687,3,356
3107328,35,1777,685,360,1799,1,2019,3.2,0
3107329,39,1733,659,410,2095,1,2129,3.3,578
3107330,34,2000,608,390,1786,1.1,1741,3.2,530
3107331,34,2100,620,470,1787,1,1870,3.3,546
3107332,33,2200,616,498,2011,1,1896,3.3,214
3107333,33,3033,610,520,2432,1,2218,3.8,434
3107334,26,1975,440,375,1661,1.1,1511,3.4,424
3107335,37,1733,583,360,1361,1.1,1441,2.9,426
3107336,28,2167,685,370,1451,1.1,1512,2.8,14
3107337,31,2167,678,370,1485,1.1,1307,2.8,403
3107402,31,2505,752,385,1781,1.1,1853,3.1,576
3107403,31,2262,813,355,2009,1,1905,3,390
3107404,42,1342,465,300,1239,1,1059,2.6,341
3107405,37,1900,585,290,1375,1.1,900,3.2,541
3107406,32,2600,867,410,2202,1.1,2232,3.2,540
3107407,37,1250,574,260,1437,1.1,1476,3.1,359
3107501,29,2305,729,350,1847,1.1,1695,3.3,0
3107502,35,2000,773,410,2266,1.1,2137,3.4,448
3107503,28,2708,834,440,2005,1.1,2078,3.3,312
3107504,32,2427,748,450,1712,1.1,1605,3.2,332
3107505,32,2600,847,420,1913,1,2062,3.5,584
3107506,28,2400,692,415,1760,1.1,1818,3.4,327
3107507,29,2442,835,410,1756,1.1,1831,3,618
3107508,41,1790,396,398,1587,1,1559,3.5,603
3107509,29,2200,734,460,1940,1,2125,3.4,550
3107510,36,1500,760,420,2374,1,2507,3.6,224
3107511,41,1900,791,250,2272,1,2272,3.4,400
3107512,31,3250,727,350,1458,1.1,1785,3,548
3107513,40,1733,606,410,2038,1,2013,3,551
3107515,33,1950,815,410,1905,1,1823,3.4,332
3107516,33,2100,787,345,2019,1,1773,3,388
3107517,26,2200,754,390,1855,1.1,1606,3.2,318
3107518,39,2167,730,440,1911,1,1899,2.9,414
3107519,34,2000,690,425,2131,1,2260,3.5,322
3107520,31,1717,578,390,1375,1,1392,3,455
3107521,40,2400,745,420,2013,1,1727,3,343
3107522,29,2058,737,400,1737,1.1,1768,3.5,283
3107523,30,2350,789,390,2090,1,2250,3.3,319
3107524,32,2167,720,450,2011,1,2057,3.5,378
3107525,32,2100,731,400,1919,1.1,2050,3.4,521
3107526,31,1950,871,410,2182,1.1,2181,3.4,322
3107527,36,1905,737,425,1883,1,1750,3.1,343
3107528,69,1629,469,381,1125,1,774,2.2,327
3107529,34,1733,736,340,2088,1,1625,2.8,371
3107530,38,1600,724,400,1892,1,2014,3.5,249
3107531,30,1733,696,420,2062,1.1,2133,3.4,440
3107532,35,2600,722,300,2178,1.1,1583,3.5,310
3107601,37,2059,561,280,1281,1.1,1269,2.4,488
3107603,39,1575,551,233,1125,1.1,958,2,380
3107604,44,2383,359,120,864,1,692,2.5,390
3107606,26,0,278,148,840,1.2,654,2.9,231
3107607,32,1950,388,200,971,1.1,931,2.8,0
3107608,34,1838,488,191,1051,1.2,1023,2.7,268
3107609,36,1712,536,245,1275,1.1,1107,2.7,302
3107610,32,1431,554,325,1330,1.3,1034,3,389
3107611,39,1452,414,285,875,1.1,788,2.3,279
3107612,26,1700,383,199,1018,1.2,1028,2.8,516
3107613,36,1300,389,260,1078,1.2,1008,2.7,271
3107614,33,867,393,260,1023,1.2,881,2.6,479
3107615,36,1200,560,325,1395,1.1,1375,2.8,412
3107616,43,1300,372,150,715,1.1,558,2,301
3107617,37,1700,531,325,1319,1.1,1110,2.6,258
3107618,29,1850,653,355,1487,1.1,1408,2.8,329
3107619,33,1733,370,151,989,1.2,923,2.9,437
3107620,33,1487,422,330,1025,1.2,1037,2.8,425
3107621,52,1213,366,225,1093,1.1,949,2.4,408
3107622,33,1300,607,295,1125,1.1,945,2.4,582
3107623,38,1733,378,310,1018,1.1,853,2.4,331
3107624,36,2145,657,325,1208,1.1,1062,2.5,343
3107626,37,1600,606,300,1194,1.2,990,2.6,346
3107627,53,1387,385,275,1481,1,1054,1.9,379
3107628,32,2167,554,315,1160,1.1,979,2.4,527
3107629,34,1935,526,300,1357,1.1,1066,2.3,589
3107701,37,2167,669,375,1697,1,1868,3.2,417
3107702,36,1854,635,480,2075,1.1,1819,3.3,553
3107703,37,1800,623,460,2042,1,2017,3.5,340
3107704,40,2050,653,468,1828,1,1916,3.3,327
3107705,33,1733,574,370,1375,1.2,1555,3,484
3107706,23,2900,503,365,1650,1.2,1452,3.6,287
3107707,30,2340,719,530,2010,1,1969,3.5,282
3107708,29,1850,633,370,1538,1.1,1629,3.3,390
3107709,27,1867,688,350,1520,1.2,1147,2.8,494
3107710,29,1800,480,380,1730,1.2,1517,3.6,346
3107711,34,2167,484,340,1125,1.2,966,3.1,433
3107712,33,1600,591,231,1375,1.1,1031,2.6,611
3107713,29,1733,652,363,1489,1.1,1454,2.7,287
3107714,28,2000,533,365,1437,1.1,1208,3.2,304
3107715,34,2856,551,465,2125,1,2094,3.5,396
3107716,60,1842,463,400,1604,1,940,2.2,419
3107717,39,2167,639,183,2083,1,2181,3.6,596
3107801,30,2100,533,330,1151,1.1,1073,3,276
3107802,37,1700,501,355,1449,1,1222,3.2,574
3107803,32,1887,571,340,1388,1.1,1463,3.1,342
3107804,28,2134,619,355,1617,1.1,1519,2.8,568
3107805,30,1690,612,295,1562,1.1,1312,3.1,422
3107806,33,1300,596,350,1346,1,1401,2.8,314
3107807,29,2000,591,330,1406,1.1,1303,3,336
3107808,32,1850,624,360,1670,1.2,1413,3.2,342
3107809,28,1733,641,360,1375,1.2,1666,3.5,295
3107810,29,1647,415,370,1182,1.2,1077,2.8,348
3107811,34,2006,638,360,1718,1,1327,2.6,436
3107812,28,1300,432,360,1307,1.1,1279,2.9,624
3107813,30,1950,595,350,1362,1.1,1531,3.5,342
3107814,29,1700,572,365,1347,1.1,1391,2.7,426
3107815,32,1733,553,340,1428,1.1,1233,3.2,453
3107816,28,1450,545,340,1161,1.1,1161,2.5,414
3107817,32,2000,543,350,1375,1.1,1294,2.5,504
3107818,26,1900,320,395,1350,1.3,1449,3.6,635
3107819,34,1200,538,351,1520,1.1,1350,3.2,408
3107820,33,1733,589,335,1514,1.1,1375,2.8,398
3107821,38,1400,512,370,1687,1.2,1924,3.2,435
3107822,31,1975,562,420,1516,1,1750,3.5,174
3107823,36,1867,500,490,1687,1.1,1637,3.3,439
3107824,30,1733,508,285,1038,1.1,1182,2.8,335
3107825,31,1733,549,325,1317,1.1,1289,2.7,479
3107826,27,1625,395,370,1010,1.1,1187,2.9,359
3107827,30,1603,444,410,1307,1.1,1163,3,314
3107828,28,2032,409,380,1338,1.2,1305,3.1,294
3107829,41,1800,518,420,1462,1.1,1319,2.9,406
3107830,36,1600,566,360,2055,1.1,1550,2.8,522
3107831,32,1300,541,380,1785,1.1,1678,2.9,631
3107832,34,1517,651,360,1517,1.1,1198,2.7,569
3107901,31,1733,385,305,970,1.2,986,2.7,0
3107902,31,1895,387,380,1259,1.1,1100,3,223
3107903,37,1733,370,370,1194,1.1,882,2.8,90
3107904,34,2383,331,240,843,1,862,3,259
3107905,29,1928,443,385,1133,1.1,1198,2.8,0
3107906,32,1617,584,340,1231,1,1375,2.5,255
3107907,42,820,447,380,1274,1.1,1300,2.6,530
3107908,35,1213,428,460,1519,1.1,1647,3,542
3107909,31,1733,498,400,1516,1.1,1382,2.9,440
3107910,30,2132,438,270,1107,1.1,976,3,489
3107911,32,1700,341,206,883,1.2,795,2.9,431
3107912,35,2384,350,345,939,1,833,2.7,388
3107913,42,1615,464,420,1142,1,1176,2.8,637
3107914,44,2700,551,440,1521,1.1,1694,2.9,328
3107915,33,1600,398,395,1158,1.1,881,2.7,326
3107916,32,2459,360,375,963,1,864,2.7,255
3107917,32,1200,371,400,1266,1,1018,2.9,430
3107918,32,2000,392,368,1149,1.1,930,2.7,32
3107919,38,2200,644,400,1562,1.1,1487,2.7,528
3107920,32,1600,559,410,1521,1.1,1350,2.8,256
3108001,31,2000,539,375,1488,1,1650,3.1,492
3108002,37,1520,472,700,1333,1,1178,3,0
3108003,38,1500,382,655,1650,1.1,1437,3.4,0
3108004,33,3000,483,615,1899,1,1575,3.6,235
3108005,30,1863,391,368,1364,1,1191,2.9,325
3108006,32,1950,486,270,1257,1.1,1182,2.9,387
3108007,36,1750,367,380,1208,1.1,1179,3.1,425
3108008,32,2350,475,420,1540,1,1375,3.2,749
3108009,29,1900,464,230,1006,1.1,938,2.4,414
3108010,35,2000,494,345,1399,1.1,1406,3,31
3108011,35,1925,587,360,1442,1.1,1367,2.7,0
3108012,31,1278,772,335,1625,1.1,1226,2.5,268
3108013,36,1900,664,385,1442,1.1,1369,2.8,232
3108014,37,2000,773,360,1604,1.2,1492,2.8,261
3108015,38,2000,383,380,1083,1.1,861,2.8,860
3108016,40,2000,551,350,1307,1,1261,2.6,365
3108017,36,2167,592,175,1847,1,1956,3.1,547
3108018,36,1684,535,358,1481,1.1,1568,3.4,491
3108019,31,2444,452,393,1287,1.1,1550,3.1,484
3108020,35,1820,567,343,1442,1.1,1547,3,477
3108021,30,1733,468,410,1517,1.2,1297,3.5,515
3108022,30,2292,517,375,1539,1,1580,3.1,580
3108023,44,2492,387,365,1442,1.1,1015,2.5,607
3108024,37,1733,561,160,1354,1.1,914,2,475
3108025,37,1777,415,435,1156,1.1,1145,3.1,394
3108026,35,1733,484,440,1304,1,1430,2.8,268
3108027,34,1741,428,350,1287,1.1,1235,2.8,564
3108028,37,1717,498,350,1196,1.1,1216,2.8,614
3108029,37,1750,509,350,1224,1,1135,2.4,694
3108030,34,2302,433,385,1333,1.1,1394,3.2,643
3108031,31,1712,517,360,1416,1.1,1423,3.2,390
3108032,30,1733,234,360,1202,1,457,2.2,488
3108033,36,1709,484,500,1490,1.1,1476,3.4,470
3108034,35,1900,424,350,1333,1,1125,2.8,448
3108035,40,1257,387,403,1424,1.1,1470,3.1,460
3108036,40,1950,535,393,1656,1,1684,3,331
3108037,41,2327,385,375,1208,1.1,977,3,351
3108038,36,1255,393,320,1375,1,1329,2.9,464
3108039,30,2383,407,405,1267,1,1325,3.3,708
3108101,36,1588,815,480,2360,1,1874,2.9,0
3108102,41,1893,847,435,2250,1.1,2062,2.8,460
3108103,33,2300,704,380,2200,1.1,1613,2.6,231
3108104,39,1867,828,350,2125,1,1858,2.8,485
3108105,49,2000,622,385,2383,1,1687,2.6,492
3108106,43,2000,724,450,2720,1,2402,3.3,357
3108107,44,2400,825,640,2696,1,3050,3,337
3108108,42,2500,661,470,2321,1,2050,3.2,744
3108109,39,1733,685,400,1826,1,1659,2.7,387
3108112,45,2316,866,495,2326,1,2025,2.5,562
3108113,44,2000,585,335,1683,1.1,1339,2.4,414
3108114,40,2600,587,450,1718,1.1,1816,2.7,327
