region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Total_Persons_Persons
3108115,33,1517,755,360,1921,1,1827,2.9,326
3108116,37,1800,725,345,1971,1,1733,2.6,294
3108117,37,1733,705,410,1550,1,1791,2.7,289
3108118,44,2860,694,430,2125,1,1531,2.9,524
3108119,39,1950,657,455,1783,1.1,1700,2.8,411
3108120,33,2167,660,385,2096,1.1,1888,3.1,338
3108201,37,1600,806,350,1654,1,1516,2.4,530
3108202,35,2167,736,340,1863,1.1,1517,2.7,523
3108203,36,1971,640,350,1924,1,1617,2.5,371
3108204,40,1733,541,395,1449,1,1343,2.8,308
3108205,50,1300,683,385,1666,1,1231,2.3,411
3108206,36,1417,604,360,1604,1,1781,2.8,1080
3108207,39,2000,733,450,2333,1,2231,3.1,588
3108208,37,2000,828,160,2250,1,2250,3.2,422
3108209,44,1963,646,295,1692,1,1452,2.8,436
3108210,39,1733,761,415,2163,1,2039,3.1,252
3108211,36,1900,841,395,2284,1,2261,3.1,728
3108212,39,1580,703,420,1985,1,1617,2.6,295
3108213,36,2232,722,350,1750,1,1807,2.9,436
3108214,40,1560,658,340,2143,1,1730,2.7,221
3108215,38,1662,859,360,2339,1.1,1774,2.9,443
3108216,33,2383,662,340,1839,1,1976,2.9,898
3108217,33,2167,605,355,1529,1.2,1470,2.9,442
3108218,34,2600,767,360,1750,1,1568,2.7,533
3108219,33,1733,657,355,1691,1.1,1579,2.9,358
3108220,40,2240,774,370,1856,1.1,1714,2.9,546
3108301,0,2800,0,0,1750,1,1750,2,603
3108302,30,2167,779,370,1973,1,1878,2.9,287
3108303,32,2037,795,345,1899,1.1,1559,2.9,573
3108304,33,1584,819,355,1797,1,1388,2,341
3108305,31,1642,850,330,2047,1.1,1514,2.5,885
3108306,34,2450,767,300,1430,1.1,1774,2.8,416
3108307,32,2089,756,300,1931,1,1366,2.6,388
3108308,31,2000,863,365,2069,1.1,1941,2.9,394
3108309,40,1997,813,295,2083,1,1812,2.7,706
3108310,31,1824,612,365,1388,1.1,1476,2.9,321
3108311,35,2000,802,398,2200,1,2055,3,382
3108401,36,2523,792,310,1926,1.1,1835,2.9,272
3108402,30,2167,929,380,2088,1,1957,2.5,351
3108403,32,2680,1125,260,2833,1,2870,3.5,420
3108404,34,2200,985,612,2615,1,2592,3.3,363
3108407,39,1950,763,390,2083,1,2516,3,345
3108408,34,2167,731,450,2250,1.1,1947,2.9,542
3108409,84,1586,428,370,1856,1.2,1333,2.1,432
3108410,30,2230,896,400,1720,1,1684,2.4,459
3108411,34,2300,681,380,1799,1,1522,2.5,457
3108412,34,2167,1023,485,2702,1,2690,3.3,410
3108413,36,2232,774,420,2466,1.1,2394,3.3,444
3108414,37,2383,764,515,2712,1.1,2690,3.5,562
3108415,38,1800,1060,390,2059,1,2150,2.8,295
3108416,48,1500,769,395,2285,1.1,2178,2.8,375
3108417,35,2000,886,375,2230,1,1972,2.9,533
3108418,42,2143,720,550,2250,1,2324,3,327
3108419,38,2200,1047,455,2100,1,2062,2.4,0
3108420,50,1000,816,440,0,1.5,3250,3,234
3108421,36,1567,761,273,1750,1.1,1640,2.6,208
3108422,40,2084,839,585,2460,1,2596,3.1,566
3108423,38,2817,1067,750,2930,1,3071,3.5,551
3108424,37,2500,810,410,2607,1,2096,2.9,396
3108425,33,2090,977,385,2009,1,1870,2.5,392
3108501,41,2500,937,725,2822,1,2894,3.5,660
3108502,42,1320,633,425,2607,1,3020,3.5,226
3108503,38,2167,736,375,1487,1.1,1725,2.7,428
3108504,46,2309,764,460,2444,1,2250,3.1,33
3108505,44,1733,767,430,2166,1,2295,2.8,274
3108506,34,2550,833,390,2437,1.1,2295,3.1,283
3108507,40,2000,723,525,2276,1,2161,3.5,339
3108508,44,1300,974,500,2562,1,2647,3.1,366
3108509,42,1623,661,470,1930,1,1841,2.8,262
3108510,45,1965,830,620,2277,1,2324,3.2,326
3108511,46,2037,703,471,2208,1,1976,2.8,621
3108601,43,2500,737,370,1968,1.1,1617,2.9,422
3108602,37,1900,794,398,2490,1,2505,3.3,371
3108603,32,1994,546,420,1874,1.1,1874,3.5,490
3108604,29,2275,767,395,2176,1,2150,3.2,416
3108605,39,1950,591,425,1930,1,1960,3.2,439
3108606,39,1625,621,360,1583,1,1321,2.5,106
3108607,28,2604,818,380,1808,1,1722,3,435
3108608,35,2800,939,420,2512,1,2394,3.1,337
3108609,34,2889,902,450,2202,1,2098,3.2,227
3108610,40,2600,865,550,2714,1,2515,3,270
3108611,41,3250,807,134,2711,1,2388,3,0
3108612,44,2300,593,400,1772,1,1608,2.8,540
3108613,41,2100,802,375,2083,1,1806,2.8,335
3108614,36,2275,589,462,2062,1.1,2147,3.3,642
3108615,40,2040,720,400,1954,1,1736,3,619
3108616,34,2708,919,390,2283,1,2309,3.1,527
3108617,30,1800,672,360,1513,1,1583,2.7,546
3108701,53,2492,500,0,1750,1,1650,2.2,490
3108702,42,1647,837,1250,2416,1.1,2147,2.9,588
3108703,41,3200,885,503,2734,1,2718,3.1,555
3108704,39,3033,700,854,2691,1.1,2838,3.5,470
3108705,39,2600,720,620,2664,1,2143,3,374
3108706,71,2281,507,153,1799,1,790,2.1,601
3108707,36,2200,835,69,2160,1.2,1462,2.8,318
3108708,39,3100,794,400,2838,1,2718,3.5,500
3108709,39,2297,729,750,2730,1.1,2616,3.8,399
3108710,41,2800,826,688,3013,1,2791,3.3,522
3108711,39,1800,949,625,2833,1,2799,3.6,410
3108712,42,1701,636,450,1791,1,1589,2.5,516
3108713,44,3033,922,300,3125,1,2654,3,501
3108714,40,2500,825,295,2733,1,2250,3.2,302
3108715,46,2012,774,331,2937,1,2521,2.9,288
3108716,41,3000,749,1030,2929,1,2833,3.2,367
3108717,45,2059,715,530,2633,1,2663,3.2,279
3108718,42,2600,820,470,3058,1,2807,3.1,505
3108719,73,2600,563,125,2591,1.1,666,1.9,388
3108720,41,2290,830,735,2812,1,2870,3.3,380
3108801,42,1800,918,520,2412,1,2261,3.1,462
3108802,43,1560,838,630,2865,1,2833,3.4,492
3108803,39,2080,803,498,2420,1,2196,2.9,427
3108804,41,3000,903,400,2776,1,2937,3.2,482
3108805,47,1408,870,525,2583,1,2510,2.8,278
3108806,43,3000,993,480,2774,1,2727,3,376
3108807,40,1800,735,548,2597,1,2666,2.7,344
3108808,32,1829,674,420,1824,1,1369,2.5,295
3108809,38,2167,779,450,2150,1,1874,2.6,464
3108810,40,2167,787,350,2171,1,2083,2.6,312
3108811,39,2200,709,415,2739,1,2534,3,444
3108812,36,2015,845,460,2384,1,2083,3,458
3108813,41,2167,656,430,2229,1,1957,2.9,386
3108814,43,1767,617,400,2089,1.1,1716,2.8,6
3108815,36,2442,864,350,2090,1.1,1874,2.6,368
3108816,48,3307,833,0,2899,1,2718,2.7,504
3108817,45,2383,855,570,2865,1,2776,3.1,491
3108818,36,3300,780,762,3062,1,3160,3.8,379
3108819,39,2167,795,553,2945,1,2663,3.3,361
3108820,42,1900,648,450,2548,1,2038,2.8,487
3108821,48,2500,574,350,2588,1,2783,3.1,0
3108822,44,2167,789,285,2100,1,2349,2.7,328
3108823,38,2000,775,480,2510,1,2509,3,340
3108824,35,3033,794,400,2609,1,2156,3,634
3108901,41,2167,833,465,2480,1,2166,3,382
3108902,39,4333,868,460,3074,1,2988,3.7,452
3108903,43,2773,884,600,3017,1.1,3016,3.8,487
3108904,40,2600,771,440,2769,1,2363,3.1,543
3108905,43,3033,1011,1000,2865,1,2860,3.1,513
3108906,36,3000,748,468,2717,1,2656,3,426
3108907,42,1593,1007,560,2874,1,2804,3.1,280
3108908,41,1300,900,675,2416,1,2045,2.7,420
3109001,40,2035,715,405,2073,1,1636,2.6,217
3109002,37,2167,758,400,2150,1,1725,2.7,576
3109003,39,2200,753,320,1750,1,1458,2.6,551
3109004,47,1700,731,565,2521,1,1375,2.3,424
3109005,39,1768,710,500,2211,1,1954,2.9,441
3109006,40,1800,765,395,2062,1.1,1970,2.7,494
3109007,43,2266,660,410,2058,1,1799,2.5,543
3109008,41,1896,785,595,2307,1.1,2250,3,268
3109009,42,2015,586,405,1480,1,1201,2.5,0
3109010,38,2100,823,400,2274,1.1,2014,2.8,240
3109011,38,2080,683,440,1825,1,1770,2.7,442
3109012,40,2806,720,351,2154,1.1,1833,2.7,360
3109013,42,1648,773,355,2100,1.1,1722,2.5,299
3109014,40,1675,712,440,2042,1,2160,2.9,289
3109015,37,3000,971,320,3204,1.1,3028,3.6,511
3109016,39,2240,949,460,2588,1,2360,3.1,358
3109017,41,2383,832,415,2462,1,2031,3,524
3109018,39,2100,802,485,2528,1,2222,2.8,414
3109019,39,2167,776,430,2285,1.1,1957,2.8,442
3109101,78,1300,513,131,1525,1,779,1.8,430
3109102,48,2340,650,0,2312,1,2613,3,168
3109103,35,2546,919,398,2520,1,2557,3.2,32
3109104,43,2159,809,448,2519,1,2471,3.2,495
3109105,43,3800,912,390,2826,1,2823,3.1,8
3109106,38,2700,1065,738,2945,1,3022,3.7,446
3109107,37,3000,1164,380,2965,1.1,2887,3.5,403
3109108,39,2967,785,619,2674,1,2637,3.3,329
3109109,42,2000,709,300,2096,1,2053,3.2,421
3109110,43,2513,942,655,2539,1,2684,3.2,445
3109111,39,1800,749,445,2281,1.1,2312,3.1,339
3109112,40,3033,685,240,2618,1,2598,3.1,336
3109201,42,2167,785,535,1974,1,1656,2.6,629
3109202,38,2000,659,345,2383,1.1,1819,2.7,295
3109203,35,1950,918,400,2538,1.1,2091,3,318
3109204,44,700,923,250,2541,1,1886,2.5,479
3109205,38,2167,791,418,2510,1.1,2596,2.8,572
3109206,40,2587,619,395,2408,1.1,1937,3.1,315
3109207,34,2900,814,320,2023,1.1,2150,2.8,359
3109208,36,2407,1011,465,2650,1,2383,2.7,412
3109209,44,3228,721,380,2644,1,1981,2.9,553
3109210,39,2500,1093,1500,3184,1.1,3010,3.1,444
3109211,41,2350,876,450,2853,1,2692,2.9,490
3109212,40,690,749,240,2863,1,2550,2.8,315
3109213,36,2167,922,285,3087,1,2463,2.7,618
3109214,33,2600,961,410,2281,1.1,2094,2.6,567
3109215,37,3000,810,450,2478,1.1,2363,3,710
3109216,37,2071,807,375,2480,1.1,1976,3.1,470
3109301,37,2275,643,230,1646,1.1,944,2,414
3109302,41,2793,939,420,3069,1,2583,3.1,491
3109303,31,1750,742,315,1515,1.1,1259,2.1,418
3109305,45,1800,704,433,2884,1.1,1895,3,326
3109306,37,1885,670,360,1843,1.1,1650,2.6,337
3109307,37,2208,888,360,2583,1.1,2454,3.1,396
3109308,58,1733,564,224,2111,1.1,863,2.3,471
3109309,34,1973,758,330,2468,1.1,2295,3.1,366
3109310,36,2000,868,400,2139,1,1524,2.4,488
3109311,38,2167,457,285,1592,1.1,1323,2.7,330
3109312,37,3000,810,310,2194,1.1,1926,3,451
3109401,27,2400,576,435,1428,1.2,1266,2.2,147
3109402,33,2292,718,460,2542,1,2115,2.9,484
3109403,38,2300,755,450,2708,1,2769,3.4,518
3109404,42,4400,1049,310,3065,1,2935,3.1,0
3109406,39,1000,788,375,2555,1,2575,2.9,327
3109407,29,3000,810,440,2431,1.1,2038,2.8,516
3109408,32,1867,582,345,1821,1.1,1677,2.6,511
3109409,27,1950,628,370,1399,1.3,1201,2.3,407
3109410,25,3000,732,410,1053,1.2,1550,2.3,346
3109411,27,1517,575,350,1716,1.1,1333,2.1,575
3109412,32,2167,595,440,2104,1,1619,2.5,341
3109413,43,2000,789,365,2478,1,2266,2.7,300
3109414,30,2600,621,475,2250,1,1555,2.7,199
3109415,27,1900,551,350,1481,1.2,1275,2.1,582
3109416,25,2167,556,375,1463,1.2,1375,2.5,265
3109417,28,2500,707,400,1797,1.2,1508,2.1,306
3109418,37,2383,633,373,1827,1,1594,2.4,587
3109419,30,1625,684,398,2102,1.1,1652,2.7,276
3109420,34,2024,660,415,2050,1,1849,2.9,217
3109421,38,2383,858,350,2392,1,2513,2.8,250
3109422,34,1755,541,380,1042,1.1,962,2.5,354
3109423,17,1850,206,138,3083,1.1,2812,3.6,481
3109424,36,984,666,640,2071,1,2405,3.1,474
3109425,28,2210,629,370,1518,1.2,1409,2.1,372
3109426,27,1125,523,350,1291,1.2,1262,2.1,602
3109427,31,2383,653,380,1968,1.1,1529,2.6,320
3109428,32,1517,619,395,1883,1,1769,2.2,208
3109429,32,2500,888,425,2804,1.1,2656,2.9,351
3109430,41,2470,804,450,2905,1.1,2677,2.9,568
3109431,40,2600,810,300,2625,1,2513,2.8,431
3109501,30,2167,774,305,1767,1.1,1354,1.9,480
3109502,46,2850,837,380,3130,1,2187,2.8,528
3109503,40,2886,1016,428,2971,1.1,2793,3,7
3109504,41,2427,767,290,2625,1,2181,3.1,258
3109505,43,2817,891,365,2678,1,2928,2.9,326
3109506,42,3033,812,480,2839,1,2750,3,535
3109507,36,2167,1011,395,2736,1.1,2111,2.9,0
3109508,32,2750,993,370,2708,1.1,2250,3,299
3109509,35,1386,597,285,1616,1.1,989,1.9,418
3109510,35,2800,716,270,1779,1.1,1453,2.4,257
3109511,39,2600,884,385,2529,1.1,2291,2.9,495
3109512,30,2500,966,380,2027,1.1,1589,2.3,468
3109513,31,2708,886,365,2428,1.1,2156,2.8,467
3109514,36,2300,690,300,2285,1,1980,2.8,350
3109601,24,1400,383,450,1578,1.2,978,2.1,514
3109602,22,2817,289,300,2299,1.1,1011,2.9,470
3109603,26,607,421,450,2047,1.1,1299,2.3,502
3109604,24,1015,246,380,1312,1.1,579,2.3,321
3109605,24,2427,335,420,1199,1.3,823,2.4,514
3109606,24,1450,343,370,1408,1.3,846,2.4,550
3109607,26,1733,396,390,1458,1.3,1199,2.5,438
3109608,25,2386,464,390,1687,1.2,1218,2.4,310
3109609,26,2427,572,508,2809,1.1,2590,3.4,370
3109610,32,2600,700,400,2874,1.1,2024,2.8,423
3109611,29,1083,489,360,2187,1.1,1452,2.7,310
3109612,37,1500,580,300,2604,1.1,2437,2.9,378
3109613,41,3900,595,640,2750,1,2312,3.1,382
3109614,29,3017,637,425,2750,1,2437,2.8,447
3109615,19,0,105,0,4250,1,2937,2.5,284
3109616,26,1873,488,380,1812,1.1,1228,2.2,237
3109617,25,1950,336,385,1166,1.2,922,2.3,334
3109618,31,1367,692,405,1640,1.2,1430,2,409
3109619,27,1900,502,350,1416,1.1,1174,2,343
3109620,24,1614,412,410,1292,1.1,1031,2.3,707
3109621,29,2350,648,430,2150,1.1,1643,2.5,754
3109622,30,1508,615,400,1600,1.1,1490,2.2,689
3109623,33,3207,860,400,2750,1,2431,2.7,371
3109701,26,2752,558,450,2558,1.1,1766,2.6,326
3109702,37,2500,890,433,3022,1.1,2214,3,427
3109703,30,2167,650,420,2049,1.1,1268,2.1,375
3109704,33,1999,772,360,1797,1.1,1576,2,396
3109705,25,1763,581,305,1522,1.2,1111,2.1,516
3109706,28,1400,971,380,2020,1.2,1570,1.9,477
3109707,31,2275,743,325,2531,1.1,1424,2.2,0
3109708,28,1600,763,360,1722,1.1,1431,1.9,332
3109709,28,1898,782,350,1920,1.1,1549,2.1,634
3109710,28,2167,640,340,2100,1.1,1169,2.2,406
3109711,26,1694,480,320,1271,1.2,1048,1.7,605
3109712,35,2383,842,420,2083,1.1,1845,2.2,359
3109713,27,2015,680,310,1625,1.1,1481,2.2,405
3109714,33,2080,816,395,2299,1.1,1893,2.4,314
3109715,30,1887,796,330,2166,1.1,1419,2.2,466
3109716,27,1300,743,370,1718,1.1,1507,2,310
3109717,29,2000,837,350,1970,1.1,1399,1.9,352
3109718,37,2934,771,450,2600,1.1,1777,2.6,346
3109719,35,3000,831,500,2659,1.1,1777,2.8,581
3109720,33,2383,787,368,2542,1.1,2031,2.7,283
3109721,45,2200,738,360,1833,1.1,1294,1.5,329
3109801,37,2100,543,200,1908,1.1,1208,2.5,377
3109802,36,1975,822,350,2662,1,2014,2.6,451
3109803,34,2300,795,390,2062,1.1,1650,2.4,384
3109804,22,0,1010,185,2250,1,1125,1.8,312
3109805,29,2000,1043,223,2110,1.1,1957,2.8,367
3109806,31,1600,818,328,1666,1.1,1392,2.2,388
3109807,33,1831,758,250,1125,1.2,1171,1.9,334
3109808,34,2000,854,298,2012,1.1,1663,2.4,614
3109809,39,2264,708,300,1625,1.1,1604,2.5,309
3109810,34,2800,726,363,2187,1.1,1770,2.6,393
3109811,36,2200,785,315,2455,1.1,1333,2.6,468
3109812,28,2000,883,320,2050,1.1,1236,1.8,402
3109813,33,1083,604,320,2083,1.1,1531,2.9,418
3109814,30,2154,797,230,2022,1.1,1398,2.2,423
3109815,33,1517,780,300,1795,1.1,1289,2,409
3109816,32,2167,569,275,1329,1.1,913,1.9,415
3109817,30,1530,692,260,1687,1.1,1078,2,299
3109901,45,2500,1291,0,2666,1,1533,2.3,672
3110001,39,1517,674,410,1750,1,1573,2.6,386
3110002,42,2100,771,400,1957,1,1809,2.9,168
3110003,33,2536,581,275,1227,1.1,1212,2.5,318
3110004,37,2000,428,124,1100,1.1,835,2.5,495
3110005,33,1820,642,175,1388,1,1178,2.4,575
3110006,37,2167,604,128,1042,1.1,945,2.2,301
3110008,82,549,468,101,885,1,656,1.3,473
3110009,37,1866,641,130,1281,1.1,1025,2.2,390
3110010,40,1817,676,350,1669,1,1491,2.6,439
3110011,33,2000,560,230,1239,1,1090,2.7,331
3110012,34,2000,496,350,1145,1.1,1132,2.7,537
3110013,36,1700,465,125,982,1.1,1147,2.9,371
3110014,43,1205,630,360,1412,1,1224,2.4,393
3110015,34,2400,700,420,1874,1,1883,2.7,266
3110016,41,2046,707,400,1730,1,1325,2.6,403
3110017,78,2309,373,233,1583,1,595,2,547
3110018,34,1925,514,200,1321,1.1,1187,2.7,431
3110019,33,2167,651,285,1659,1.1,1410,2.6,323
3110101,35,2247,842,320,1922,1.1,1634,2.8,507
3110102,34,2167,574,360,1513,1.1,1295,2.6,270
3110103,36,2056,729,350,1730,1.1,1524,2.5,324
3110104,33,1842,795,340,2139,1.1,2015,2.8,325
3110105,38,2383,650,385,1692,1.1,1536,2.5,377
3110106,39,2167,723,340,1860,1,1765,2.4,223
3110107,35,2008,813,360,1957,1.1,1658,2.4,212
3110108,34,3634,972,408,2833,1.1,1156,1.6,321
3110109,39,2852,782,380,2210,1,2181,2.8,268
3110110,34,2172,752,315,2107,1,1612,2.5,491
3110111,31,1300,904,220,1843,1,1485,2.4,561
3110112,36,2167,750,350,1858,1,1570,2.4,404
3110113,33,2511,778,380,1767,1.1,1485,2.4,213
3110114,33,2817,923,200,2437,1,2540,2.8,313
3110115,28,1842,935,223,1769,1,1896,2.9,564
3110116,33,2000,1033,350,2366,1,2548,3.2,438
3110117,30,2443,844,116,2073,1,1956,3,473
3110118,38,845,547,214,1071,1.1,774,1.6,224
3110119,33,1867,623,299,1750,1.1,1336,2.4,441
3110120,42,2563,538,365,1521,1.1,1390,2.4,235
3110301,37,2600,653,375,1673,1.1,1178,2.2,262
3110302,35,3100,934,325,2821,1,2899,3.5,211
3110303,35,2167,910,475,2846,1,2723,3.5,407
3110304,43,2167,748,430,2250,1,2062,2.7,510
3110305,35,1500,859,395,2463,1.1,2288,2.9,296
3110306,47,1517,791,520,2222,1,1934,2.7,367
3110307,42,2167,768,450,2568,1.1,2104,2.7,258
3110308,38,2020,700,405,1954,1,1619,2.7,410
3110309,39,1950,606,378,1815,1,1718,2.8,487
3110310,42,1800,865,420,2363,1,1932,2.5,541
3110311,39,1850,814,420,1891,1.1,1919,2.8,404
3110312,46,2546,720,390,2250,1,1957,2.6,385
3110313,40,2240,765,340,1845,1,1562,2.8,408
3110314,40,1867,746,405,1965,1,1615,2.5,429
3110315,41,1900,625,340,1874,1,1659,3,315
3110316,33,2909,907,475,2484,1.1,2463,3.2,328
3110317,39,2691,787,475,2437,1,2267,3.1,438
3110318,42,2556,675,400,1860,1,1785,3,359
3110319,39,1950,675,300,2235,1,1421,2.9,269
3110320,48,2520,700,330,1812,1,1487,2.4,250
3110321,38,2000,814,535,2697,1,2750,3.4,449
3110322,40,1625,728,0,2031,1.1,2250,3,617
3110323,39,2383,726,353,1819,1,1391,2.6,493
3110324,42,2100,706,320,1666,1.1,1354,2.7,280
3110325,48,2167,843,400,2136,1,2100,3.2,234
3110326,35,1842,803,385,1859,1.1,1611,2.7,456
3110327,35,2200,739,600,2803,1,2765,3.6,358
3110328,38,2167,765,505,2750,1,2704,3.3,267
3110329,44,2167,729,463,2250,1,1750,2.9,429
3110330,41,1900,581,423,1892,1,1517,3.1,348
3110331,43,1300,604,360,1694,1.1,1337,2.6,576
3110332,40,2040,781,390,2059,1,1981,2.9,226
3110333,40,2000,647,375,2083,1,1700,2.7,357
3110334,37,2850,833,350,2654,1,1981,2.9,188
3110335,34,2340,746,365,1926,1.1,1845,2.8,61
3110336,38,2000,736,370,1874,1.1,1573,2.7,15
3110337,43,2470,527,430,1522,1,1694,2.5,337
3110338,44,1517,703,460,2540,1,2062,3.1,369
3110339,46,2100,900,530,2715,1.1,2634,3,499
3110340,43,1582,991,390,2716,1,2656,2.8,468
3110401,36,1322,771,420,2341,1,2195,3.3,434
3110402,32,2279,851,410,2437,1,2265,3.3,407
3110403,30,2100,879,222,2242,1,2118,3.5,493
3110404,29,1733,785,250,1879,1,2022,3.6,244
3110405,32,2184,900,260,2323,1.1,2115,3.5,412
3110406,29,2149,865,210,2202,1,2067,3.5,863
3110407,49,2167,662,320,1833,1,1678,2.7,287
3110408,29,2600,823,425,2428,1,2285,3.4,301
3110409,41,1519,614,360,1517,1.1,1375,2.5,0
3110410,45,1200,814,455,2347,1,2279,3,310
3110411,36,1903,658,270,1912,1,1799,3,541
3110412,37,1733,844,415,2345,1,2328,3.3,392
3110413,33,2500,731,300,2513,1,2295,3.3,231
3110414,37,1500,716,348,1312,1.1,1211,2.3,396
3110415,41,2200,754,229,2125,1,2236,3.1,342
3110416,31,1950,784,325,2150,1.1,1816,3,0
3110417,33,2427,886,420,2512,1,2191,3.1,356
3110418,37,1800,719,358,2016,1,1865,2.9,228
3110419,39,1700,719,385,1821,1,1801,3,417
3110420,35,1733,667,320,1208,1.1,1085,2.1,443
3110421,39,1600,578,375,1736,1,1555,2.7,275
3110501,33,2800,1232,630,2852,1.1,2607,2,375
3110502,26,2200,750,480,1625,1.3,1664,2.1,346
3110503,30,2167,777,355,1874,1.2,1343,1.7,452
3110504,29,2167,807,530,2333,1.3,1803,2,449
3110505,32,1000,718,400,2285,1.2,1888,2,292
3110506,33,2479,1531,530,2839,1.2,2570,1.7,257
3110507,44,2700,1210,672,2661,1.1,2582,1.9,521
3110508,25,2134,379,610,875,1.4,1399,2.4,318
3110509,29,2450,836,520,2333,1.3,1509,1.9,859
3110510,27,2400,739,500,2071,1.3,1505,1.8,339
3110511,25,1842,305,490,2125,1.2,836,1.7,539
3110512,29,2513,794,595,1416,1.2,1650,2.2,366
3110513,59,0,350,0,1750,1.3,433,1.2,544
3110514,35,2500,979,600,2591,1.2,2212,2.3,349
3110515,28,3000,971,400,2343,1.1,1865,2.4,703
3110516,27,4333,733,320,3020,1.1,1347,2.1,731
3110517,27,3500,976,380,1974,1.1,2036,2.2,329
3110518,28,0,1169,470,2305,1.2,1961,2,486
3110519,30,2097,1180,600,2849,1.2,1949,1.8,376
3110601,34,1392,1083,515,2194,1.2,1821,1.7,482
3110602,31,2513,817,248,2139,1.1,1197,1.7,647
3110603,30,2300,1004,470,2449,1.2,2025,2,401
3110604,37,2036,595,188,1625,1.1,760,1.5,518
3110605,27,2599,946,420,2073,1.3,2058,2.1,291
3110606,29,1733,957,400,1840,1.3,1667,1.8,275
3110607,29,1700,847,375,1833,1.2,1565,1.8,461
3110608,29,2427,753,340,1549,1.3,1218,1.6,634
3110609,29,2420,1234,450,2750,1.1,2293,1.9,806
3110610,37,2000,1362,473,2805,1.1,2192,1.6,356
3110611,29,2297,1208,470,2750,1.2,2454,2,551
3110701,33,3017,807,350,2333,1.1,1433,2.3,285
3110702,33,2000,846,340,2326,1.2,1874,2.2,482
3110703,34,1500,892,380,2625,1.1,1833,2.5,357
3110704,38,2200,636,340,1517,1.2,1089,2,250
3110705,45,2383,376,305,2062,1.1,670,2,554
3110706,30,1300,605,295,1239,1.2,1154,2.2,236
3110707,33,2000,759,330,1659,1.2,1449,2,515
3110708,34,3683,512,360,1863,1.1,1367,2.7,360
3110709,33,2108,832,385,2779,1.1,2160,2.6,358
3110710,32,2362,586,350,1849,1.2,1687,2.7,496
3110711,31,1733,615,285,1536,1.3,1132,2.2,0
3110712,30,1950,533,250,1202,1,1187,2.3,659
3110713,32,2017,567,230,1142,1.1,1156,2.2,483
3110714,33,1733,633,473,1750,1.1,1375,2.4,268
3110715,33,2600,991,400,2192,1.1,1708,2.1,537
3110801,33,2759,1265,495,2515,1.1,2477,1.9,550
3110802,39,3100,1045,460,2083,1.1,2343,1.8,361
3110803,35,2817,1142,500,2360,1.2,2365,1.8,457
3110804,60,1210,465,305,2178,1.2,1531,1.5,403
3110805,31,1194,530,265,1325,1.2,909,1.9,515
3110806,47,2167,1081,535,2134,1.1,1766,1.7,224
3110807,52,2800,1193,630,2523,1.1,2511,1.9,529
3110808,33,2513,1110,455,2250,1.1,2036,1.8,603
3110809,41,2184,912,420,2083,1.1,1706,1.9,22
3110810,31,2800,986,400,2394,1.1,1824,2,328
3110811,30,1820,902,395,1937,1.1,2018,2.2,473
3110812,28,1733,673,340,1270,1.1,1144,1.8,358
3110813,31,1500,905,288,2166,1.1,1690,2.1,389
3110814,33,2000,803,385,1884,1.2,1389,1.9,452
3110815,32,2927,643,290,1357,1.1,1180,1.9,656
3110816,31,1517,836,350,2036,1.1,1384,2.1,466
3110817,48,3850,1368,680,2750,1.1,2533,2,264
3110901,36,2300,810,260,1550,1.1,1424,1.9,417
3110902,32,2100,965,360,2218,1.1,1589,1.7,438
3110903,32,2990,893,330,2150,1.1,1320,1.8,349
3110904,39,2700,688,290,2544,1.1,1194,2,383
3110905,37,3400,885,305,2575,1.1,2031,2.3,277
3110906,35,1712,1003,420,2031,1.1,1615,1.6,392
3110907,33,3801,717,390,2392,1.1,2027,2.4,358
3110908,30,2058,803,375,1799,1.1,1677,2.2,448
3110909,45,2100,978,400,2143,1.1,1708,1.7,490
3110910,35,2200,900,350,2233,1.1,1429,1.7,663
3110911,32,2000,840,290,1591,1.2,1214,1.7,675
3110912,34,2750,718,355,1821,1.1,1318,1.9,0
3110913,37,3517,780,330,1903,1.1,1367,1.9,200
3110914,45,2600,944,345,2437,1.1,1489,2.1,323
3110915,41,2167,1019,400,2514,1.1,1902,1.8,583
3110916,30,1801,1097,330,2349,1.3,1687,1.8,307
3110917,36,3033,911,370,2321,1.1,1750,2,330
3110918,46,2167,897,360,2557,1.1,1789,1.9,551
3110919,37,2167,1046,275,2772,1.1,1723,1.8,545
3110920,39,2080,654,220,2166,1.1,1357,1.7,481
3110921,34,2000,802,240,1957,1.1,1297,1.8,606
3110922,34,1600,845,370,2196,1.1,1583,1.8,0
3110923,45,2800,752,355,2083,1.1,1650,2.1,602
