SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,,,,,
40104101532,4101532,,,,,
40104101533,4101533,,,,,
40104101534,4101534,,,,,
40104101535,4101535,,,,,
40104101536,4101536,,,,,
40104101537,4101537,,,,,
40104101538,4101538,,,,,
40104101539,4101539,,,,,
40104101540,4101540,,,,,
40104101541,4101541,,,,,
40104101542,4101542,,,,,
40104101543,4101543,,,,,
40104101544,4101544,,,,,
40104101545,4101545,,,,,
40104101601,4101601,,,,,
40104101602,4101602,,,,,
40104101603,4101603,,,,,
40104101604,4101604,,,,,
40104101605,4101605,,,,,
40104101606,4101606,,,,,
40104101607,4101607,,,,,
40104101608,4101608,,,,,
40104101609,4101609,,,,,
40104101610,4101610,,,,,
40104101611,4101611,,,,,
40104101612,4101612,,,,,
40104101613,4101613,,,,,
40104101614,4101614,,,,,
40104101615,4101615,,,,,
40104101616,4101616,,,,,
40104101617,4101617,,,,,
40104101618,4101618,,,,,
40104101619,4101619,,,,,
40104101620,4101620,,,,,
40104101621,4101621,,,,,
40104101622,4101622,,,,,
40104101623,4101623,,,,,
40104101624,4101624,,,,,
40104101625,4101625,,,,,
40104101626,4101626,,,,,
40104101627,4101627,,,,,
40104101628,4101628,,,,,
40104101629,4101629,,,,,
40104101630,4101630,,,,,
40104101631,4101631,,,,,
40104101632,4101632,,,,,
40104101633,4101633,,,,,
40104101634,4101634,,,,,
40104101635,4101635,,,,,
40104101636,4101636,,,,,
40104101637,4101637,,,,,
40104101638,4101638,,,,,
40104101639,4101639,,,,,
40104101640,4101640,,,,,
40104101641,4101641,,,,,
40104101642,4101642,,,,,
40104101643,4101643,,,,,
40104101644,4101644,,,,,
40104101645,4101645,,,,,
40105101701,4101701,,,,,
40105101702,4101702,,,,,
40105101703,4101703,,,,,
40105101704,4101704,,,,,
40105101705,4101705,,,,,
40105101706,4101706,,,,,
40105101707,4101707,,,,,
40105101708,4101708,,,,,
40105101709,4101709,,,,,
40105101710,4101710,,,,,
40105101711,4101711,,,,,
40105101712,4101712,,,,,
40105101713,4101713,,,,,
40105101714,4101714,,,,,
40105101715,4101715,,,,,
40105101716,4101716,,,,,
40105101717,4101717,,,,,
40105101718,4101718,,,,,
40105101719,4101719,,,,,
40105101720,4101720,,,,,
40105101721,4101721,,,,,
40105101722,4101722,,,,,
40105101723,4101723,,,,,
40105101724,4101724,,,,,
40105101801,4101801,,,,,
40105101802,4101802,,,,,
40105101803,4101803,,,,,
40105101804,4101804,,,,,
40105101805,4101805,,,,,
40105101806,4101806,,,,,
40105101807,4101807,,,,,
40105101808,4101808,,,,,
40105101809,4101809,,,,,
40105101810,4101810,,,,,
40105101811,4101811,,,,,
40105101812,4101812,,,,,
40105101813,4101813,,,,,
40105101814,4101814,,,,,
40105101815,4101815,,,,,
40105101816,4101816,,,,,
40105101817,4101817,,,,,
40105101818,4101818,,,,,
40105101819,4101819,,,,,
40105101820,4101820,,,,,
40105101821,4101821,,,,,
40105101822,4101822,,,,,
40105101823,4101823,,,,,
40105101824,4101824,,,,,
40105101825,4101825,,,,,
40105101826,4101826,,,,,
40105101827,4101827,,,,,
40105101828,4101828,,,,,
40105101829,4101829,,,,,
40105101901,4101901,,,,,
40105101902,4101902,,,,,
40105101903,4101903,,,,,
40105101904,4101904,,,,,
40105101905,4101905,,,,,
40105101906,4101906,,,,,
40105101907,4101907,,,,,
40105101908,4101908,,,,,
40105101909,4101909,,,,,
40105101910,4101910,,,,,
40105101911,4101911,,,,,
40105101912,4101912,,,,,
40105101913,4101913,,,,,
40105101914,4101914,,,,,
40105101915,4101915,,,,,
40105101916,4101916,,,,,
40105101917,4101917,,,,,
40105101918,4101918,,,,,
40105101919,4101919,,,,,
40105101920,4101920,,,,,
40105101921,4101921,,,,,
40105101922,4101922,,,,,
40105101923,4101923,,,,,
40105101924,4101924,,,,,
40105101925,4101925,,,,,
40105101926,4101926,,,,,
40105101927,4101927,,,,,
40105101928,4101928,,,,,
40105101929,4101929,,,,,
40105101930,4101930,,,,,
40105101931,4101931,,,,,
40105101932,4101932,,,,,
40106102001,4102001,,,,,
40106102002,4102002,,,,,
40106102003,4102003,,,,,
40106102004,4102004,,,,,
40106102005,4102005,,,,,
40106102006,4102006,,,,,
40106102007,4102007,,,,,
40106102008,4102008,,,,,
40106102009,4102009,,,,,
40106102010,4102010,,,,,
40106102011,4102011,,,,,
40106102012,4102012,,,,,
40106102013,4102013,,,,,
40106102014,4102014,,,,,
40106102101,4102101,,,,,
40106102102,4102102,,,,,
40106102103,4102103,,,,,
40106102104,4102104,,,,,
40106102105,4102105,,,,,
40106102106,4102106,,,,,
40106102107,4102107,,,,,
40106102108,4102108,,,,,
40106102109,4102109,,,,,
40106102110,4102110,,,,,
40106102111,4102111,,,,,
40106102112,4102112,,,,,
40106102113,4102113,,,,,
40106102114,4102114,,,,,
40106102115,4102115,,,,,
40106102116,4102116,,,,,
40106102117,4102117,,,,,
40106102118,4102118,,,,,
40106102119,4102119,,,,,
40106102120,4102120,,,,,
40106102121,4102121,,,,,
40106102122,4102122,,,,,
40106102123,4102123,,,,,
40106102124,4102124,,,,,
40106102125,4102125,,,,,
40106102126,4102126,,,,,
40106102127,4102127,,,,,
40106102128,4102128,,,,,
40106102129,4102129,,,,,
40106102130,4102130,,,,,
40106102131,4102131,,,,,
40106102132,4102132,,,,,
40106102133,4102133,,,,,
40106102134,4102134,,,,,
40106102135,4102135,,,,,
40106102201,4102201,,,,,
40106102202,4102202,,,,,
40106102203,4102203,,,,,
40106102204,4102204,,,,,
40106102205,4102205,,,,,
40106102206,4102206,,,,,
40106102207,4102207,,,,,
40106102208,4102208,,,,,
40106102209,4102209,,,,,
40106102210,4102210,,,,,
40106102211,4102211,,,,,
40106102212,4102212,,,,,
40106102213,4102213,,,,,
40106102214,4102214,,,,,
40106102215,4102215,,,,,
40106102216,4102216,,,,,
40106102217,4102217,,,,,
40107102301,4102301,,,,,
40107102302,4102302,,,,,
40107102303,4102303,,,,,
40107102304,4102304,,,,,
40107102305,4102305,,,,,
40107102306,4102306,,,,,
40107102307,4102307,,,,,
40107102308,4102308,,,,,
40107102309,4102309,,,,,
40107102310,4102310,,,,,
40107102311,4102311,,,,,
40107102312,4102312,,,,,
40107102313,4102313,,,,,
40107102314,4102314,,,,,
40107102315,4102315,,,,,
40107102316,4102316,,,,,
40107102317,4102317,,,,,
40107102318,4102318,,,,,
40107102319,4102319,,,,,
40107102320,4102320,,,,,
40107102321,4102321,,,,,
40107102322,4102322,,,,,
40107102323,4102323,,,,,
40107102324,4102324,,,,,
40107102325,4102325,,,,,
40107102326,4102326,,,,,
40107102327,4102327,,,,,
40107102328,4102328,,,,,
40107102329,4102329,,,,,
40107102330,4102330,,,,,
40107102331,4102331,,,,,
40107102332,4102332,,,,,
40107102333,4102333,,,,,
40107102334,4102334,,,,,
40107102335,4102335,,,,,
40107102336,4102336,,,,,
40107102337,4102337,,,,,
40107102338,4102338,,,,,
40107102339,4102339,,,,,
40107102340,4102340,,,,,
40107102341,4102341,,,,,
40107102401,4102401,,,,,
40107102402,4102402,,,,,
40107102403,4102403,,,,,
40107102404,4102404,,,,,
40107102405,4102405,,,,,
40107102406,4102406,,,,,
40107102407,4102407,,,,,
40107102408,4102408,,,,,
40107102409,4102409,,,,,
40107102410,4102410,,,,,
40107102411,4102411,,,,,
40107102412,4102412,,,,,
40107102413,4102413,,,,,
40107102414,4102414,,,,,
40107102415,4102415,,,,,
40107102416,4102416,,,,,
40107102417,4102417,,,,,
40107102418,4102418,,,,,
40107102419,4102419,,,,,
40107102420,4102420,,,,,
40107102421,4102421,,,,,
40107102422,4102422,,,,,
40107102423,4102423,,,,,
40107102424,4102424,,,,,
40107102425,4102425,,,,,
40107102426,4102426,,,,,
40107102427,4102427,,,,,
40107102428,4102428,,,,,
40107102429,4102429,,,,,
40107102430,4102430,,,,,
40107102431,4102431,,,,,
40107102432,4102432,,,,,
40107102433,4102433,,,,,
40107102434,4102434,,,,,
40107102435,4102435,,,,,
40107102436,4102436,,,,,
40107102437,4102437,,,,,
40107102438,4102438,,,,,
40107102439,4102439,,,,,
40107102440,4102440,,,,,
40201102501,4102501,,,,,
40201102502,4102502,,,,,
40201102503,4102503,,,,,
40201102504,4102504,,,,,
40201102505,4102505,,,,,
40201102505,4102505,,,,,
40201102506,4102506,,,,,
40201102507,4102507,,,,,
40201102508,4102508,,,,,
40201102509,4102509,,,,,
40201102510,4102510,,,,,
40201102511,4102511,,,,,
40201102512,4102512,,,,,
40201102513,4102513,,,,,
40201102514,4102514,,,,,
40201102515,4102515,,,,,
40201102516,4102516,,,,,
40201102517,4102517,,,,,
40201102518,4102518,,,,,
40201102519,4102519,,,,,
40201102520,4102520,,,,,
40201102521,4102521,,,,,
40201102522,4102522,,,,,
40201102523,4102523,,,,,
40201102601,4102601,,,,,
40201102602,4102602,,,,,
40201102603,4102603,,,,,
40201102604,4102604,,,,,
40201102605,4102605,,,,,
40201102606,4102606,,,,,
40201102607,4102607,,,,,
40201102608,4102608,,,,,
40201102609,4102609,,,,,
40201102610,4102610,,,,,
40201102611,4102611,,,,,
40201102612,4102612,,,,,
40201102613,4102613,,,,,
40201102614,4102614,,,,,
40201102615,4102615,,,,,
40201102616,4102616,,,,,
40201102617,4102617,,,,,
40201102618,4102618,,,,,
40201102619,4102619,,,,,
40201102620,4102620,,,,,
40201102621,4102621,,,,,
40201102622,4102622,,,,,
40201102623,4102623,,,,,
40201102624,4102624,,,,,
40201102625,4102625,,,,,
40201102626,4102626,,,,,
40201102627,4102627,,,,,
40201102628,4102628,,,,,
40201102629,4102629,,,,,
40201102630,4102630,,,,,
40201102631,4102631,,,,,
40201102632,4102632,,,,,
40201102633,4102633,,,,,
40201102634,4102634,,,,,
40201102635,4102635,,,,,
40201102636,4102636,,,,,
40201102637,4102637,,,,,
40201102638,4102638,,,,,
40201102639,4102639,,,,,
40201102640,4102640,,,,,
40201102641,4102641,,,,,
40201102642,4102642,,,,,
40201102643,4102643,,,,,
40201102644,4102644,,,,,
40201102645,4102645,,,,,
40201102646,4102646,,,,,
40201102647,4102647,,,,,
40201102701,4102701,,,,,
40201102702,4102702,,,,,
40201102703,4102703,,,,,
40201102704,4102704,,,,,
40201102705,4102705,,,,,
40201102706,4102706,,,,,
40201102707,4102707,,,,,
40201102708,4102708,,,,,
40201102709,4102709,,,,,
40201102710,4102710,,,,,
40201102711,4102711,,,,,
40201102712,4102712,,,,,
40201102713,4102713,,,,,
40201102714,4102714,,,,,
40201102715,4102715,,,,,
40201102716,4102716,,,,,
40202102801,4102801,,,,,
40202102802,4102802,,,,,
40202102803,4102803,,,,,
40202102804,4102804,,,,,
40202102805,4102805,,,,,
40202102806,4102806,,,,,
40202102807,4102807,,,,,
40202102808,4102808,,,,,
40202102809,4102809,,,,,
40202102810,4102810,,,,,
40202102811,4102811,,,,,
40202102812,4102812,,,,,
40202102813,4102813,,,,,
40202102814,4102814,,,,,
40202102815,4102815,,,,,
40202102816,4102816,,,,,
40202102817,4102817,,,,,
40202102818,4102818,,,,,
40202102819,4102819,,,,,
40202102820,4102820,,,,,
40202102821,4102821,,,,,
40202102822,4102822,,,,,
40202102823,4102823,,,,,
40202102824,4102824,,,,,
40202102825,4102825,,,,,
40202102826,4102826,,,,,
40202102827,4102827,,,,,
40202102828,4102828,,,,,
40202102829,4102829,,,,,
40202102830,4102830,,,,,
40202102831,4102831,,,,,
40202102832,4102832,,,,,
40202102901,4102901,,,,,
40202102902,4102902,,,,,
40202102903,4102903,,,,,
40202102904,4102904,,,,,
40202102905,4102905,,,,,
40202102906,4102906,,,,,
40202102907,4102907,,,,,
40202102908,4102908,,,,,
40202102909,4102909,,,,,
40202102910,4102910,,,,,
40202102911,4102911,,,,,
40202102912,4102912,,,,,
40202102913,4102913,,,,,
40202102914,4102914,,,,,
40202102915,4102915,,,,,
40202102916,4102916,,,,,
40202102917,4102917,,,,,
40202102918,4102918,,,,,
40202102919,4102919,,,,,
40202102920,4102920,,,,,
40202102921,4102921,,,,,
40202102922,4102922,,,,,
40202102923,4102923,,,,,
40202102924,4102924,,,,,
40202102925,4102925,,,,,
40202102926,4102926,,,,,
40202102927,4102927,,,,,
40202102928,4102928,,,,,
40202102929,4102929,,,,,
40202103001,4103001,,,,,
40202103002,4103002,,,,,
40202103003,4103003,,,,,
40202103004,4103004,,,,,
40202103005,4103005,,,,,
40202103006,4103006,,,,,
40202103007,4103007,,,,,
40202103008,4103008,,,,,
40202103009,4103009,,,,,
40202103010,4103010,,,,,
40202103011,4103011,,,,,
40202103012,4103012,,,,,
40202103013,4103013,,,,,
40202103014,4103014,,,,,
40202103015,4103015,,,,,
40202103016,4103016,,,,,
40202103017,4103017,,,,,
40202103018,4103018,,,,,
40202103019,4103019,,,,,
40202103020,4103020,,,,,
40202103021,4103021,,,,,
40202103022,4103022,,,,,
40202103023,4103023,,,,,
40202103024,4103024,,,,,
40202103025,4103025,,,,,
40202103026,4103026,,,,,
40202103027,4103027,,,,,
40202103101,4103101,,,,,
40202103102,4103102,,,,,
40202103103,4103103,,,,,
40202103104,4103104,,,,,
40202103105,4103105,,,,,
40202103106,4103106,,,,,
40202103107,4103107,,,,,
40202103108,4103108,,,,,
40202103109,4103109,,,,,
40202103110,4103110,,,,,
40202103111,4103111,,,,,
40202103112,4103112,,,,,
40202103113,4103113,,,,,
40202103114,4103114,,,,,
40202103115,4103115,,,,,
40202103116,4103116,,,,,
40202103117,4103117,,,,,
40202103118,4103118,,,,,
40202103119,4103119,,,,,
40202103120,4103120,,,,,
40202103121,4103121,,,,,
40202103122,4103122,,,,,
40202103123,4103123,,,,,
40202103124,4103124,,,,,
40202103125,4103125,,,,,
40202103126,4103126,,,,,
40202103127,4103127,,,,,
40202103128,4103128,,,,,
40202103129,4103129,,,,,
40202103130,4103130,,,,,
40202103131,4103131,,,,,
40202103201,4103201,,,,,
40202103202,4103202,,,,,
40202103203,4103203,,,,,
40202103204,4103204,,,,,
40202103205,4103205,,,,,
40202103206,4103206,,,,,
40202103207,4103207,,,,,
40202103208,4103208,,,,,
40202103209,4103209,,,,,
40202103210,4103210,,,,,
40202103211,4103211,,,,,
40202103212,4103212,,,,,
40202103213,4103213,,,,,
40202103301,4103301,,,,,
40202103302,4103302,,,,,
40202103303,4103303,,,,,
40202103304,4103304,,,,,
40202103305,4103305,,,,,
40202103306,4103306,,,,,
40202103307,4103307,,,,,
40202103308,4103308,,,,,
40202103309,4103309,,,,,
40202103401,4103401,,,,,
40202103402,4103402,,,,,
40202103403,4103403,,,,,
40202103404,4103404,,,,,
40202103405,4103405,,,,,
40202103406,4103406,,,,,
40202103407,4103407,,,,,
40202103408,4103408,,,,,
40202103409,4103409,,,,,
40202103410,4103410,,,,,
40202103411,4103411,,,,,
40202103412,4103412,,,,,
40202103413,4103413,,,,,
40202103414,4103414,,,,,
40202103415,4103415,,,,,
40202103416,4103416,,,,,
40202103417,4103417,,,,,
40202103418,4103418,,,,,
40202103419,4103419,,,,,
40202103420,4103420,,,,,
40202103421,4103421,,,,,
40202103422,4103422,,,,,
40202103423,4103423,,,,,
40202103424,4103424,,,,,
40202103425,4103425,,,,,
40202103426,4103426,,,,,
40202103427,4103427,,,,,
40202103428,4103428,,,,,
40202103429,4103429,,,,,
40202103501,4103501,,,,,
40202103502,4103502,,,,,
40202103503,4103503,,,,,
40202103504,4103504,,,,,
40202103505,4103505,,,,,
40202103506,4103506,,,,,
40202103507,4103507,,,,,
40202103508,4103508,,,,,
40202103509,4103509,,,,,
40203103601,4103601,,,,,
40203103602,4103602,,,,,
40203103603,4103603,,,,,
40203103604,4103604,,,,,
40203103605,4103605,,,,,
40203103606,4103606,,,,,
40203103607,4103607,,,,,
40203103608,4103608,,,,,
40203103609,4103609,,,,,
40203103610,4103610,,,,,
40203103611,4103611,,,,,
40203103612,4103612,,,,,
40203103613,4103613,,,,,
40203103614,4103614,,,,,
40203103615,4103615,,,,,
40203103616,4103616,,,,,
40203103617,4103617,,,,,
40203103618,4103618,,,,,
40203103619,4103619,,,,,
40203103620,4103620,,,,,
40203103621,4103621,,,,,
40203103622,4103622,,,,,
40203103623,4103623,,,,,
40203103624,4103624,,,,,
40203103625,4103625,,,,,
40203103626,4103626,,,,,
40203103627,4103627,,,,,
40203103628,4103628,,,,,
40203103629,4103629,,,,,
40203103630,4103630,,,,,
40203103631,4103631,,,,,
40203103632,4103632,,,,,
40203103633,4103633,,,,,
40203103634,4103634,,,,,
40203103635,4103635,,,,,
40203103636,4103636,,,,,
40203103637,4103637,,,,,
40203103638,4103638,,,,,
40203103639,4103639,,,,,
40203103640,4103640,,,,,
40203103641,4103641,,,,,
40203103642,4103642,,,,,
40203103643,4103643,,,,,
40203103644,4103644,,,,,
40203103645,4103645,,,,,
40203103646,4103646,,,,,
40203103647,4103647,,,,,
40203103648,4103648,,,,,
40203103649,4103649,,,,,
40203103650,4103650,,,,,
40203103651,4103651,,,,,
40203103701,4103701,,,,,
40203103702,4103702,,,,,
40203103703,4103703,,,,,
40203103704,4103704,,,,,
40203103705,4103705,,,,,
40203103706,4103706,,,,,
40203103707,4103707,,,,,
40203103708,4103708,,,,,
40203103709,4103709,,,,,
40203103710,4103710,,,,,
40203103711,4103711,,,,,
40203103712,4103712,,,,,
40203103713,4103713,,,,,
40203103714,4103714,,,,,
40203103715,4103715,,,,,
40203103716,4103716,,,,,
40203103717,4103717,,,,,
40203103718,4103718,,,,,
40203103719,4103719,,,,,
40203103720,4103720,,,,,
40203103721,4103721,,,,,
40203103722,4103722,,,,,
40203103723,4103723,,,,,
40203103724,4103724,,,,,
40203103725,4103725,,,,,
40203103726,4103726,,,,,
40203103727,4103727,,,,,
40203103728,4103728,,,,,
40203103729,4103729,,,,,
40203103730,4103730,,,,,
40203103731,4103731,,,,,
40203103732,4103732,,,,,
40203103733,4103733,,,,,
40203103734,4103734,,,,,
40203103735,4103735,,,,,
40203103736,4103736,,,,,
40203103737,4103737,,,,,
40203103738,4103738,,,,,
40203103739,4103739,,,,,
40203103740,4103740,,,,,
40203103741,4103741,,,,,
40203103742,4103742,,,,,
40203103743,4103743,,,,,
40203103744,4103744,,,,,
40203103745,4103745,,,,,
40203103746,4103746,,,,,
40203103747,4103747,,,,,
40203103748,4103748,,,,,
40203103749,4103749,,,,,
40203103750,4103750,,,,,
40203103801,4103801,,,,,
40203103802,4103802,,,,,
40203103803,4103803,,,,,
40203103804,4103804,,,,,
40203103805,4103805,,,,,
40203103806,4103806,,,,,
40203103807,4103807,,,,,
40203103808,4103808,,,,,
40203103809,4103809,,,,,
40203103810,4103810,,,,,
40203103811,4103811,,,,,
40203103812,4103812,,,,,
40203103813,4103813,,,,,
40203103814,4103814,,,,,
40203103815,4103815,,,,,
40203103816,4103816,,,,,
40203103817,4103817,,,,,
40203103818,4103818,,,,,
40203103819,4103819,,,,,
40203103820,4103820,,,,,
40203103821,4103821,,,,,
40203103822,4103822,,,,,
40203103823,4103823,,,,,
40203103824,4103824,,,,,
40203103825,4103825,,,,,
40203103826,4103826,,,,,
40203103827,4103827,,,,,
40203103828,4103828,,,,,
40203103829,4103829,,,,,
40203103830,4103830,,,,,
40203103831,4103831,,,,,
40203103832,4103832,,,,,
40203103833,4103833,,,,,
40203103834,4103834,,,,,
40203103835,4103835,,,,,
40203103836,4103836,,,,,
40203103837,4103837,,,,,
40203103838,4103838,,,,,
40203103839,4103839,,,,,
40204103901,4103901,,,,,
40204104001,4104001,,,,,
40204104002,4104002,,,,,
40204104003,4104003,,,,,
40204104004,4104004,,,,,
40204104005,4104005,,,,,
40204104006,4104006,,,,,
40204104007,4104007,,,,,
40204104008,4104008,,,,,
40204104009,4104009,,,,,
40204104010,4104010,,,,,
40204104011,4104011,,,,,
40204104012,4104012,,,,,
40204104013,4104013,,,,,
40204104014,4104014,,,,,
40204104015,4104015,,,,,
40204104016,4104016,,,,,
40204104017,4104017,,,,,
40204104018,4104018,,,,,
40204104019,4104019,,,,,
40204104020,4104020,,,,,
40204104021,4104021,,,,,
40204104022,4104022,,,,,
40204104023,4104023,,,,,
40204104024,4104024,,,,,
40204104025,4104025,,,,,
40204104026,4104026,,,,,
40204104027,4104027,,,,,
40204104028,4104028,,,,,
40204104029,4104029,,,,,
40204104030,4104030,,,,,
40204104031,4104031,,,,,
40204104032,4104032,,,,,
40204104033,4104033,,,,,
40204104034,4104034,,,,,
40204104035,4104035,,,,,
40204104036,4104036,,,,,
40204104037,4104037,,,,,
40204104101,4104101,,,,,
40204104102,4104102,,,,,
40204104103,4104103,,,,,
40204104104,4104104,,,,,
40204104105,4104105,,,,,
40204104106,4104106,,,,,
40204104107,4104107,,,,,
40204104108,4104108,,,,,
40204104109,4104109,,,,,
40204104110,4104110,,,,,
40204104111,4104111,,,,,
40204104112,4104112,,,,,
40204104113,4104113,,,,,
40204104114,4104114,,,,,
40204104115,4104115,,,,,
40204104116,4104116,,,,,
40204104117,4104117,,,,,
40204104118,4104118,,,,,
40204104119,4104119,,,,,
40204104120,4104120,,,,,
40204104121,4104121,,,,,
40204104122,4104122,,,,,
40204104123,4104123,,,,,
40204104124,4104124,,,,,
40204104125,4104125,,,,,
40204104126,4104126,,,,,
40204104127,4104127,,,,,
40204104128,4104128,,,,,
40204104129,4104129,,,,,
40204104130,4104130,,,,,
40204104131,4104131,,,,,
40204104132,4104132,,,,,
40204104133,4104133,,,,,
40204104134,4104134,,,,,
40204104135,4104135,,,,,
40204104136,4104136,,,,,
40204104137,4104137,,,,,
40204104138,4104138,,,,,
40204104201,4104201,,,,,
40204104301,4104301,,,,,
40204104302,4104302,,,,,
40204104303,4104303,,,,,
40204104304,4104304,,,,,
40204104305,4104305,,,,,
40204104306,4104306,,,,,
40204104307,4104307,,,,,
40204104308,4104308,,,,,
40204104309,4104309,,,,,
40204104310,4104310,,,,,
40204104311,4104311,,,,,
40204104312,4104312,,,,,
40204104313,4104313,,,,,
40204104314,4104314,,,,,
40204104315,4104315,,,,,
40204104316,4104316,,,,,
40204104317,4104317,,,,,
40204104318,4104318,,,,,
40204104319,4104319,,,,,
40204104320,4104320,,,,,
40204104321,4104321,,,,,
40204104322,4104322,,,,,
40204104323,4104323,,,,,
40204104324,4104324,,,,,
40204104325,4104325,,,,,
40204104326,4104326,,,,,
40204104327,4104327,,,,,
40204104328,4104328,,,,,
40204104329,4104329,,,,,
40204104330,4104330,,,,,
40204104331,4104331,,,,,
40204104332,4104332,,,,,
40204104333,4104333,,,,,
40204104334,4104334,,,,,
40204104335,4104335,,,,,
40204104336,4104336,,,,,
40204104337,4104337,,,,,
40204104401,4104401,,,,,
40204104402,4104402,,,,,
40204104403,4104403,,,,,
40204104404,4104404,,,,,
40204104405,4104405,,,,,
40204104406,4104406,,,,,
40204104407,4104407,,,,,
40204104408,4104408,,,,,
40204104409,4104409,,,,,
40204104410,4104410,,,,,
40204104411,4104411,,,,,
40204104412,4104412,,,,,
40204104413,4104413,,,,,
40204104414,4104414,,,,,
40204104415,4104415,,,,,
40204104416,4104416,,,,,
40204104417,4104417,,,,,
40204104418,4104418,,,,,
40204104419,4104419,,,,,
40204104420,4104420,,,,,
40204104421,4104421,,,,,
40204104422,4104422,,,,,
40204104423,4104423,,,,,
40204104424,4104424,,,,,
40204104425,4104425,,,,,
40204104426,4104426,,,,,
40204104427,4104427,,,,,
40204104428,4104428,,,,,
40204104429,4104429,,,,,
40204104430,4104430,,,,,
40204104431,4104431,,,,,
40204104432,4104432,,,,,
40204104433,4104433,,,,,
40204104434,4104434,,,,,
40204104435,4104435,,,,,
40204104436,4104436,,,,,
40204104437,4104437,,,,,
40204104438,4104438,,,,,
40204104501,4104501,,,,,
40204104502,4104502,,,,,
40204104503,4104503,,,,,
40204104504,4104504,,,,,
40204104505,4104505,,,,,
40204104506,4104506,,,,,
40204104507,4104507,,,,,
40204104508,4104508,,,,,
40204104509,4104509,,,,,
40204104510,4104510,,,,,
40204104511,4104511,,,,,
40204104512,4104512,,,,,
40204104513,4104513,,,,,
40204104514,4104514,,,,,
40204104515,4104515,,,,,
40204104516,4104516,,,,,
40204104517,4104517,,,,,
40204104518,4104518,,,,,
40204104519,4104519,,,,,
40204104520,4104520,,,,,
40204104521,4104521,,,,,
40204104522,4104522,,,,,
40204104523,4104523,,,,,
40204104524,4104524,,,,,
40204104525,4104525,,,,,
40204104526,4104526,,,,,
40204104527,4104527,,,,,
40204104528,4104528,,,,,
40204104529,4104529,,,,,
40204104530,4104530,,,,,
40204104531,4104531,,,,,
40204104532,4104532,,,,,
40204104533,4104533,,,,,
40204104534,4104534,,,,,
40204104535,4104535,,,,,
40204104536,4104536,,,,,
40204104537,4104537,,,,,
40204104601,4104601,,,,,
40204104602,4104602,,,,,
40204104603,4104603,,,,,
40204104604,4104604,,,,,
40204104605,4104605,,,,,
40204104606,4104606,,,,,
40204104607,4104607,,,,,
40204104608,4104608,,,,,
40204104609,4104609,,,,,
40204104610,4104610,,,,,
40204104611,4104611,,,,,
40204104612,4104612,,,,,
40204104613,4104613,,,,,
40204104614,4104614,,,,,
40204104615,4104615,,,,,
40204104616,4104616,,,,,
40204104617,4104617,,,,,
40204104618,4104618,,,,,
40204104619,4104619,,,,,
40204104620,4104620,,,,,
40204104621,4104621,,,,,
40204104622,4104622,,,,,
40204104623,4104623,,,,,
40204104624,4104624,,,,,
40204104625,4104625,,,,,
40204104626,4104626,,,,,
40204104627,4104627,,,,,
40204104628,4104628,,,,,
40204104629,4104629,,,,,
40204104630,4104630,,,,,
40204104631,4104631,,,,,
40204104632,4104632,,,,,
40204104633,4104633,,,,,
40204104634,4104634,,,,,
40204104701,4104701,,,,,
40204104702,4104702,,,,,
40204104703,4104703,,,,,
40204104704,4104704,,,,,
40204104705,4104705,,,,,
40204104706,4104706,,,,,
40204104707,4104707,,,,,
40204104708,4104708,,,,,
40204104709,4104709,,,,,
40204104710,4104710,,,,,
40204104711,4104711,,,,,
40204104712,4104712,,,,,
40204104713,4104713,,,,,
40204104714,4104714,,,,,
40204104715,4104715,,,,,
40204104716,4104716,,,,,
40204104717,4104717,,,,,
40204104718,4104718,,,,,
40204104719,4104719,,,,,
40204104720,4104720,,,,,
40204104721,4104721,,,,,
40204104722,4104722,,,,,
40204104723,4104723,,,,,
40204104724,4104724,,,,,
40204104725,4104725,,,,,
40204104726,4104726,,,,,
40204104727,4104727,,,,,
40204104728,4104728,,,,,
40204104729,4104729,,,,,
40204104730,4104730,,,,,
40204104731,4104731,,,,,
40204104732,4104732,,,,,
40204104733,4104733,,,,,
40204104734,4104734,,,,,
40204104735,4104735,,,,,
40204104736,4104736,,,,,
40204104737,4104737,,,,,
40204104738,4104738,,,,,
40204104739,4104739,,,,,
40204104740,4104740,,,,,
40204104741,4104741,,,,,
40204104742,4104742,,,,,
40204104743,4104743,,,,,
40204104744,4104744,,,,,
40204104801,4104801,,,,,
40204104802,4104802,,,,,
40204104803,4104803,,,,,
40204104804,4104804,,,,,
40204104805,4104805,,,,,
40204104806,4104806,,,,,
40204104807,4104807,,,,,
40204104808,4104808,,,,,
40204104809,4104809,,,,,
40204104810,4104810,,,,,
40204104811,4104811,,,,,
40204104812,4104812,,,,,
40204104813,4104813,,,,,
40204104814,4104814,,,,,
40204104815,4104815,,,,,
40204104816,4104816,,,,,
40204104817,4104817,,,,,
40204104818,4104818,,,,,
40204104819,4104819,,,,,
40204104820,4104820,,,,,
40204104821,4104821,,,,,
40204104822,4104822,,,,,
40204104823,4104823,,,,,
40204104824,4104824,,,,,
40204104825,4104825,,,,,
40204104826,4104826,,,,,
40204104827,4104827,,,,,
40204104828,4104828,,,,,
40204104829,4104829,,,,,
40204104830,4104830,,,,,
40204104831,4104831,,,,,
40204104832,4104832,,,,,
40204104833,4104833,,,,,
